sample_id,category,split,question_type,difficulty,bus_system,scenario_id,human_authored,expert_validated,physics_valid,power_balance_error_MW,annotator_1,annotator_2,annotator_3,expert_mean,inter_rater_kappa,hallucination_flag,hallucination_category,bleu_score,rouge_l,bertscore,data_generation_method,creation_date
SO_0611,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0611,False,True,True,0.0,4,4,4,4.0,0.74,False,none,0.315,0.536,0.823,physics-constrained synthetic generation,2024-01-01
SO_0612,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0612,False,True,True,0.0,4,3,5,4.0,0.75,False,none,0.392,0.534,0.832,physics-constrained synthetic generation,2024-01-01
SO_0613,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0613,False,True,True,0.0,3,3,4,3.33,0.82,False,none,0.346,0.523,0.828,physics-constrained synthetic generation,2024-01-01
SO_0614,supply_optimization,train,reasoning,medium,IEEE-14,SCN_SO_0614,False,True,True,0.0,4,5,4,4.33,0.79,False,none,0.362,0.507,0.843,physics-constrained synthetic generation,2024-01-01
SO_0615,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0615,False,True,True,0.0,4,3,5,4.0,0.77,False,none,0.375,0.464,0.842,physics-constrained synthetic generation,2024-01-01
SO_0616,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0616,False,True,True,0.0,5,4,5,4.67,0.81,False,none,0.356,0.5,0.853,physics-constrained synthetic generation,2024-01-01
SO_0617,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0617,False,True,True,0.0,4,3,4,3.67,0.77,False,none,0.314,0.44,0.837,physics-constrained synthetic generation,2024-01-01
SO_0618,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0618,False,True,True,0.0,4,4,5,4.33,0.84,False,none,0.355,0.534,0.857,physics-constrained synthetic generation,2024-01-01
SO_0619,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0619,False,True,True,0.0,4,5,3,4.0,0.79,False,none,0.315,0.439,0.835,physics-constrained synthetic generation,2024-01-01
SO_0620,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0620,False,True,True,0.0,3,5,3,3.67,0.78,False,none,0.395,0.434,0.832,physics-constrained synthetic generation,2024-01-01
SO_0621,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0621,False,True,True,0.0,4,4,4,4.0,0.78,False,none,0.392,0.501,0.853,physics-constrained synthetic generation,2024-01-01
SO_0622,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0622,False,True,True,0.0,4,4,4,4.0,0.81,False,none,0.376,0.431,0.831,physics-constrained synthetic generation,2024-01-01
SO_0623,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0623,False,True,True,0.0,5,5,4,4.67,0.8,False,none,0.314,0.447,0.84,physics-constrained synthetic generation,2024-01-01
SO_0624,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0624,False,True,True,0.0,5,3,3,3.67,0.81,False,none,0.395,0.517,0.845,physics-constrained synthetic generation,2024-01-01
SO_0625,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0625,False,True,True,0.0,4,3,5,4.0,0.77,False,none,0.353,0.424,0.828,physics-constrained synthetic generation,2024-01-01
SO_0626,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0626,False,True,True,0.0,4,3,3,3.33,0.83,False,none,0.351,0.495,0.83,physics-constrained synthetic generation,2024-01-01
SO_0627,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0627,False,True,True,0.0,3,5,5,4.33,0.76,False,none,0.389,0.435,0.843,physics-constrained synthetic generation,2024-01-01
SO_0628,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0628,False,True,True,0.0,5,4,4,4.33,0.76,False,none,0.329,0.492,0.834,physics-constrained synthetic generation,2024-01-01
SO_0629,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0629,False,True,True,0.0,3,5,3,3.67,0.82,False,none,0.406,0.54,0.841,physics-constrained synthetic generation,2024-01-01
SO_0630,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0630,False,True,True,0.0,3,4,3,3.33,0.77,False,none,0.414,0.499,0.836,physics-constrained synthetic generation,2024-01-01
SO_0631,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0631,False,True,True,0.0,5,3,3,3.67,0.78,False,none,0.407,0.508,0.857,physics-constrained synthetic generation,2024-01-01
SO_0632,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0632,False,True,True,0.0,4,3,5,4.0,0.82,False,none,0.327,0.495,0.833,physics-constrained synthetic generation,2024-01-01
SO_0633,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0633,False,True,True,0.0,3,4,5,4.0,0.81,False,none,0.401,0.539,0.85,physics-constrained synthetic generation,2024-01-01
SO_0634,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0634,False,True,True,0.0,3,4,4,3.67,0.8,False,none,0.411,0.439,0.836,physics-constrained synthetic generation,2024-01-01
SO_0635,supply_optimization,train,reasoning,medium,IEEE-14,SCN_SO_0635,False,True,True,0.0,4,4,5,4.33,0.77,False,none,0.388,0.477,0.854,physics-constrained synthetic generation,2024-01-01
SO_0636,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0636,False,True,True,0.0,4,3,5,4.0,0.82,False,none,0.382,0.434,0.839,physics-constrained synthetic generation,2024-01-01
SO_0637,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0637,False,True,True,0.0,3,3,4,3.33,0.79,False,none,0.345,0.523,0.824,physics-constrained synthetic generation,2024-01-01
SO_0638,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0638,False,True,True,0.0,5,3,3,3.67,0.78,False,none,0.4,0.46,0.856,physics-constrained synthetic generation,2024-01-01
SO_0639,supply_optimization,train,multi_step,hard,IEEE-30,SCN_SO_0639,False,True,True,0.0,3,5,5,4.33,0.79,False,none,0.33,0.481,0.824,physics-constrained synthetic generation,2024-01-01
SO_0640,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0640,False,True,True,0.0,5,4,5,4.67,0.76,False,none,0.318,0.507,0.83,physics-constrained synthetic generation,2024-01-01
SO_0641,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0641,False,True,True,0.0,5,4,4,4.33,0.79,False,none,0.331,0.448,0.857,physics-constrained synthetic generation,2024-01-01
SO_0642,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0642,False,True,True,0.0,3,5,3,3.67,0.81,False,none,0.357,0.525,0.83,physics-constrained synthetic generation,2024-01-01
SO_0643,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0643,False,True,True,0.0,5,4,5,4.67,0.76,False,none,0.353,0.505,0.831,physics-constrained synthetic generation,2024-01-01
SO_0644,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0644,False,True,True,0.0,3,3,5,3.67,0.75,False,none,0.414,0.48,0.827,physics-constrained synthetic generation,2024-01-01
SO_0645,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0645,False,True,True,0.0,5,3,3,3.67,0.82,False,none,0.371,0.467,0.824,physics-constrained synthetic generation,2024-01-01
SO_0646,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0646,False,True,True,0.0,3,4,5,4.0,0.78,False,none,0.377,0.524,0.832,physics-constrained synthetic generation,2024-01-01
SO_0647,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0647,False,True,True,0.0,3,5,3,3.67,0.81,False,none,0.401,0.513,0.835,physics-constrained synthetic generation,2024-01-01
SO_0648,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0648,False,True,True,0.0,4,3,4,3.67,0.75,False,none,0.405,0.516,0.829,physics-constrained synthetic generation,2024-01-01
SO_0649,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0649,False,True,True,0.0,5,5,5,5.0,0.82,False,none,0.337,0.448,0.823,physics-constrained synthetic generation,2024-01-01
SO_0650,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0650,False,True,True,0.0,3,4,3,3.33,0.78,False,none,0.354,0.469,0.824,physics-constrained synthetic generation,2024-01-01
SO_0651,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0651,False,True,True,0.0,3,5,4,4.0,0.81,False,none,0.378,0.442,0.83,physics-constrained synthetic generation,2024-01-01
SO_0652,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0652,False,True,True,0.0,3,3,5,3.67,0.8,False,none,0.332,0.446,0.856,physics-constrained synthetic generation,2024-01-01
SO_0653,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0653,False,True,True,0.0,4,3,5,4.0,0.77,False,none,0.322,0.459,0.831,physics-constrained synthetic generation,2024-01-01
SO_0654,supply_optimization,train,multi_step,hard,IEEE-14,SCN_SO_0654,False,True,True,0.0,4,3,4,3.67,0.79,False,none,0.398,0.54,0.834,physics-constrained synthetic generation,2024-01-01
SO_0655,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0655,False,True,True,0.0,5,5,4,4.67,0.81,False,none,0.41,0.464,0.839,physics-constrained synthetic generation,2024-01-01
SO_0656,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0656,False,True,True,0.0,3,3,4,3.33,0.79,False,none,0.336,0.461,0.845,physics-constrained synthetic generation,2024-01-01
SO_0657,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0657,False,True,True,0.0,5,4,3,4.0,0.82,False,none,0.332,0.433,0.856,physics-constrained synthetic generation,2024-01-01
SO_0658,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0658,False,True,True,0.0,4,4,4,4.0,0.78,False,none,0.402,0.532,0.855,physics-constrained synthetic generation,2024-01-01
SO_0659,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0659,False,True,True,0.0,5,4,3,4.0,0.76,False,none,0.385,0.537,0.839,physics-constrained synthetic generation,2024-01-01
SO_0660,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0660,False,True,True,0.0,4,4,3,3.67,0.79,False,none,0.348,0.519,0.83,physics-constrained synthetic generation,2024-01-01
SO_0661,supply_optimization,train,factual,easy,IEEE-14,SCN_SO_0661,False,True,True,0.0,5,4,3,4.0,0.79,False,none,0.383,0.437,0.849,physics-constrained synthetic generation,2024-01-01
SO_0662,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0662,False,True,True,0.0,5,5,5,5.0,0.77,False,none,0.325,0.428,0.822,physics-constrained synthetic generation,2024-01-01
SO_0663,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0663,False,True,True,0.0,3,5,3,3.67,0.8,False,none,0.391,0.485,0.838,physics-constrained synthetic generation,2024-01-01
SO_0664,supply_optimization,train,factual,easy,IEEE-14,SCN_SO_0664,False,True,True,0.0,3,4,4,3.67,0.84,False,none,0.388,0.433,0.843,physics-constrained synthetic generation,2024-01-01
SO_0665,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0665,False,True,True,0.0,5,4,4,4.33,0.8,False,none,0.411,0.488,0.832,physics-constrained synthetic generation,2024-01-01
SO_0666,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0666,False,True,True,0.0,4,5,3,4.0,0.76,False,none,0.331,0.533,0.834,physics-constrained synthetic generation,2024-01-01
SO_0667,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0667,False,True,True,0.0,4,4,3,3.67,0.78,False,none,0.312,0.477,0.834,physics-constrained synthetic generation,2024-01-01
SO_0668,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0668,False,True,True,0.0,3,4,3,3.33,0.78,False,none,0.371,0.427,0.857,physics-constrained synthetic generation,2024-01-01
SO_0669,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0669,False,True,True,0.0,5,4,4,4.33,0.82,False,none,0.311,0.435,0.836,physics-constrained synthetic generation,2024-01-01
SO_0670,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0670,False,True,True,0.0,5,5,3,4.33,0.83,False,none,0.351,0.427,0.857,physics-constrained synthetic generation,2024-01-01
SO_0671,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0671,False,True,True,0.0,3,5,4,4.0,0.84,False,none,0.337,0.443,0.845,physics-constrained synthetic generation,2024-01-01
SO_0672,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0672,False,True,True,0.0,3,4,5,4.0,0.78,False,none,0.321,0.427,0.828,physics-constrained synthetic generation,2024-01-01
SO_0673,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0673,False,True,True,0.0,3,5,5,4.33,0.78,False,none,0.41,0.489,0.834,physics-constrained synthetic generation,2024-01-01
SO_0674,supply_optimization,train,reasoning,medium,IEEE-14,SCN_SO_0674,False,True,True,0.0,3,3,5,3.67,0.84,False,none,0.385,0.537,0.831,physics-constrained synthetic generation,2024-01-01
SO_0675,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0675,False,True,True,0.0,4,3,4,3.67,0.81,False,none,0.34,0.498,0.832,physics-constrained synthetic generation,2024-01-01
SO_0676,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0676,False,True,True,0.0,4,3,3,3.33,0.74,False,none,0.372,0.46,0.853,physics-constrained synthetic generation,2024-01-01
SO_0677,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0677,False,True,True,0.0,4,5,3,4.0,0.77,False,none,0.395,0.449,0.855,physics-constrained synthetic generation,2024-01-01
SO_0678,supply_optimization,train,multi_step,hard,IEEE-30,SCN_SO_0678,False,True,True,0.0,5,3,4,4.0,0.78,False,none,0.37,0.461,0.832,physics-constrained synthetic generation,2024-01-01
SO_0679,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0679,False,True,True,0.0,4,4,3,3.67,0.8,False,none,0.394,0.501,0.844,physics-constrained synthetic generation,2024-01-01
SO_0680,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0680,False,True,True,0.0,4,3,5,4.0,0.75,False,none,0.332,0.506,0.854,physics-constrained synthetic generation,2024-01-01
SO_0681,supply_optimization,train,multi_step,hard,IEEE-30,SCN_SO_0681,False,True,True,0.0,5,5,3,4.33,0.76,False,none,0.33,0.491,0.828,physics-constrained synthetic generation,2024-01-01
SO_0682,supply_optimization,train,factual,easy,IEEE-14,SCN_SO_0682,False,True,True,0.0,5,5,4,4.67,0.83,False,none,0.409,0.496,0.849,physics-constrained synthetic generation,2024-01-01
SO_0683,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0683,False,True,True,0.0,4,4,5,4.33,0.8,False,none,0.328,0.54,0.826,physics-constrained synthetic generation,2024-01-01
SO_0684,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0684,False,True,True,0.0,4,5,4,4.33,0.79,False,none,0.403,0.459,0.826,physics-constrained synthetic generation,2024-01-01
SO_0685,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0685,False,True,True,0.0,3,5,3,3.67,0.77,False,none,0.401,0.536,0.856,physics-constrained synthetic generation,2024-01-01
SO_0686,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0686,False,True,True,0.0,4,4,3,3.67,0.75,False,none,0.371,0.49,0.853,physics-constrained synthetic generation,2024-01-01
SO_0687,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0687,False,True,True,0.0,3,4,3,3.33,0.82,False,none,0.375,0.453,0.84,physics-constrained synthetic generation,2024-01-01
SO_0688,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0688,False,True,True,0.0,4,3,3,3.33,0.76,False,none,0.382,0.434,0.853,physics-constrained synthetic generation,2024-01-01
SO_0689,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0689,False,True,True,0.0,4,5,4,4.33,0.79,False,none,0.353,0.442,0.825,physics-constrained synthetic generation,2024-01-01
SO_0690,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0690,False,True,True,0.0,4,3,3,3.33,0.77,False,none,0.328,0.516,0.836,physics-constrained synthetic generation,2024-01-01
SO_0691,supply_optimization,train,factual,easy,IEEE-14,SCN_SO_0691,False,True,True,0.0,4,4,3,3.67,0.76,False,none,0.318,0.481,0.827,physics-constrained synthetic generation,2024-01-01
SO_0692,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0692,False,True,True,0.0,3,5,3,3.67,0.78,False,none,0.339,0.53,0.824,physics-constrained synthetic generation,2024-01-01
SO_0693,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0693,False,True,True,0.0,4,4,3,3.67,0.8,False,none,0.316,0.54,0.842,physics-constrained synthetic generation,2024-01-01
SO_0694,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0694,False,True,True,0.0,4,3,5,4.0,0.83,False,none,0.386,0.535,0.854,physics-constrained synthetic generation,2024-01-01
SO_0695,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0695,False,True,True,0.0,3,3,4,3.33,0.82,False,none,0.332,0.456,0.831,physics-constrained synthetic generation,2024-01-01
SO_0696,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0696,False,True,True,0.0,3,3,5,3.67,0.75,False,none,0.406,0.502,0.843,physics-constrained synthetic generation,2024-01-01
SO_0697,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0697,False,True,True,0.0,5,4,3,4.0,0.74,False,none,0.328,0.458,0.838,physics-constrained synthetic generation,2024-01-01
SO_0698,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0698,False,True,True,0.0,4,3,5,4.0,0.8,False,none,0.371,0.452,0.824,physics-constrained synthetic generation,2024-01-01
SO_0699,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0699,False,True,True,0.0,3,4,4,3.67,0.78,False,none,0.319,0.528,0.839,physics-constrained synthetic generation,2024-01-01
SO_0700,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0700,False,True,True,0.0,4,5,3,4.0,0.76,False,none,0.346,0.439,0.838,physics-constrained synthetic generation,2024-01-01
SO_0701,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0701,False,True,True,0.0,5,5,5,5.0,0.78,False,none,0.38,0.485,0.821,physics-constrained synthetic generation,2024-01-01
SO_0702,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0702,False,True,True,0.0,4,3,5,4.0,0.82,False,none,0.362,0.429,0.854,physics-constrained synthetic generation,2024-01-01
SO_0703,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0703,False,True,True,0.0,3,5,3,3.67,0.75,False,none,0.353,0.528,0.837,physics-constrained synthetic generation,2024-01-01
SO_0704,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0704,False,True,True,0.0,4,5,4,4.33,0.76,False,none,0.325,0.53,0.844,physics-constrained synthetic generation,2024-01-01
SO_0705,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0705,False,True,True,0.0,5,4,5,4.67,0.8,False,none,0.38,0.509,0.828,physics-constrained synthetic generation,2024-01-01
SO_0706,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0706,False,True,True,0.0,4,3,3,3.33,0.77,False,none,0.393,0.532,0.832,physics-constrained synthetic generation,2024-01-01
SO_0707,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0707,False,True,True,0.0,4,3,5,4.0,0.83,False,none,0.413,0.445,0.835,physics-constrained synthetic generation,2024-01-01
SO_0708,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0708,False,True,True,0.0,3,4,5,4.0,0.81,False,none,0.335,0.522,0.841,physics-constrained synthetic generation,2024-01-01
SO_0709,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0709,False,True,True,0.0,4,3,3,3.33,0.77,False,none,0.378,0.473,0.828,physics-constrained synthetic generation,2024-01-01
SO_0710,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0710,False,True,True,0.0,5,4,5,4.67,0.79,False,none,0.35,0.525,0.84,physics-constrained synthetic generation,2024-01-01
SO_0711,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0711,False,True,True,0.0,5,5,3,4.33,0.76,False,none,0.399,0.515,0.845,physics-constrained synthetic generation,2024-01-01
SO_0712,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0712,False,True,True,0.0,3,4,5,4.0,0.76,False,none,0.32,0.454,0.836,physics-constrained synthetic generation,2024-01-01
SO_0713,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0713,False,True,True,0.0,4,5,5,4.67,0.81,False,none,0.333,0.474,0.832,physics-constrained synthetic generation,2024-01-01
SO_0714,supply_optimization,train,multi_step,hard,IEEE-30,SCN_SO_0714,False,True,True,0.0,4,3,3,3.33,0.78,False,none,0.315,0.423,0.844,physics-constrained synthetic generation,2024-01-01
SO_0715,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0715,False,True,True,0.0,3,4,3,3.33,0.79,False,none,0.35,0.513,0.844,physics-constrained synthetic generation,2024-01-01
SO_0716,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0716,False,True,True,0.0,3,4,3,3.33,0.79,False,none,0.325,0.541,0.84,physics-constrained synthetic generation,2024-01-01
SO_0717,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0717,False,True,True,0.0,5,3,4,4.0,0.75,False,none,0.354,0.529,0.822,physics-constrained synthetic generation,2024-01-01
SO_0718,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0718,False,True,True,0.0,4,5,4,4.33,0.84,False,none,0.401,0.529,0.823,physics-constrained synthetic generation,2024-01-01
SO_0719,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0719,False,True,True,0.0,4,3,4,3.67,0.82,False,none,0.398,0.475,0.822,physics-constrained synthetic generation,2024-01-01
SO_0720,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0720,False,True,True,0.0,3,5,3,3.67,0.8,False,none,0.393,0.511,0.853,physics-constrained synthetic generation,2024-01-01
SO_0721,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0721,False,True,True,0.0,5,3,3,3.67,0.75,False,none,0.335,0.474,0.824,physics-constrained synthetic generation,2024-01-01
SO_0722,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0722,False,True,True,0.0,3,4,4,3.67,0.76,False,none,0.316,0.519,0.833,physics-constrained synthetic generation,2024-01-01
SO_0723,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0723,False,True,True,0.0,3,4,3,3.33,0.75,False,none,0.312,0.465,0.837,physics-constrained synthetic generation,2024-01-01
SO_0724,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0724,False,True,True,0.0,5,4,5,4.67,0.76,False,none,0.342,0.472,0.843,physics-constrained synthetic generation,2024-01-01
SO_0725,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0725,False,True,True,0.0,3,3,4,3.33,0.81,False,none,0.341,0.522,0.832,physics-constrained synthetic generation,2024-01-01
SO_0726,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0726,False,True,True,0.0,4,3,4,3.67,0.82,False,none,0.375,0.496,0.821,physics-constrained synthetic generation,2024-01-01
SO_0727,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0727,False,True,True,0.0,4,5,4,4.33,0.78,False,none,0.325,0.494,0.851,physics-constrained synthetic generation,2024-01-01
SO_0728,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0728,False,True,True,0.0,4,3,3,3.33,0.76,False,none,0.333,0.483,0.832,physics-constrained synthetic generation,2024-01-01
SO_0729,supply_optimization,train,multi_step,hard,IEEE-30,SCN_SO_0729,False,True,True,0.0,5,5,4,4.67,0.84,False,none,0.381,0.533,0.83,physics-constrained synthetic generation,2024-01-01
SO_0730,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0730,False,True,True,0.0,4,3,4,3.67,0.82,False,none,0.407,0.525,0.829,physics-constrained synthetic generation,2024-01-01
SO_0731,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0731,False,True,True,0.0,4,5,5,4.67,0.74,False,none,0.376,0.497,0.824,physics-constrained synthetic generation,2024-01-01
SO_0732,supply_optimization,train,multi_step,hard,IEEE-14,SCN_SO_0732,False,True,True,0.0,5,4,3,4.0,0.83,False,none,0.348,0.428,0.835,physics-constrained synthetic generation,2024-01-01
SO_0733,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0733,False,True,True,0.0,3,4,4,3.67,0.83,False,none,0.332,0.525,0.847,physics-constrained synthetic generation,2024-01-01
SO_0734,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0734,False,True,True,0.0,3,4,4,3.67,0.84,False,none,0.328,0.449,0.824,physics-constrained synthetic generation,2024-01-01
SO_0735,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0735,False,True,True,0.0,5,5,5,5.0,0.79,False,none,0.349,0.517,0.849,physics-constrained synthetic generation,2024-01-01
SO_0736,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0736,False,True,True,0.0,3,5,5,4.33,0.77,False,none,0.404,0.524,0.841,physics-constrained synthetic generation,2024-01-01
SO_0737,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0737,False,True,True,0.0,5,3,4,4.0,0.76,False,none,0.322,0.538,0.844,physics-constrained synthetic generation,2024-01-01
SO_0738,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0738,False,True,True,0.0,5,4,3,4.0,0.81,False,none,0.34,0.505,0.831,physics-constrained synthetic generation,2024-01-01
SO_0739,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0739,False,True,True,0.0,4,5,3,4.0,0.79,False,none,0.391,0.535,0.826,physics-constrained synthetic generation,2024-01-01
SO_0740,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0740,False,True,True,0.0,3,3,3,3.0,0.77,False,none,0.321,0.435,0.823,physics-constrained synthetic generation,2024-01-01
SO_0741,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0741,False,True,True,0.0,3,5,4,4.0,0.75,False,none,0.313,0.496,0.833,physics-constrained synthetic generation,2024-01-01
SO_0742,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0742,False,True,True,0.0,4,3,3,3.33,0.76,False,none,0.311,0.511,0.842,physics-constrained synthetic generation,2024-01-01
SO_0743,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0743,False,True,True,0.0,3,4,5,4.0,0.8,False,none,0.331,0.516,0.844,physics-constrained synthetic generation,2024-01-01
SO_0744,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0744,False,True,True,0.0,5,5,4,4.67,0.81,False,none,0.31,0.422,0.841,physics-constrained synthetic generation,2024-01-01
SO_0745,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0745,False,True,True,0.0,5,4,3,4.0,0.76,False,none,0.325,0.477,0.856,physics-constrained synthetic generation,2024-01-01
SO_0746,supply_optimization,train,reasoning,medium,IEEE-14,SCN_SO_0746,False,True,True,0.0,4,4,5,4.33,0.79,False,none,0.338,0.477,0.835,physics-constrained synthetic generation,2024-01-01
SO_0747,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0747,False,True,True,0.0,5,5,3,4.33,0.78,False,none,0.4,0.513,0.843,physics-constrained synthetic generation,2024-01-01
SO_0748,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0748,False,True,True,0.0,5,5,4,4.67,0.83,False,none,0.37,0.493,0.858,physics-constrained synthetic generation,2024-01-01
SO_0749,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0749,False,True,True,0.0,5,3,5,4.33,0.81,False,none,0.35,0.536,0.844,physics-constrained synthetic generation,2024-01-01
