sample_id,category,split,question_type,difficulty,question,ground_truth_answer,p_gen_MW,p_load_MW,p_loss_MW,v_min_pu,v_max_pu,u_line_pu,renewable_penetration_pct,bus_system,scenario_id,fault_type,fault_bus,fault_severity,template_id,human_authored,expert_validated,n_expert_reviewers,expert_mean_score,physics_valid,power_balance_error_MW,power_balance_pct,bleu_score,rouge_l,bertscore,physics_compliant_prediction,numerical_accuracy_pct,hallucination_flag,hallucination_category,inter_rater_kappa,data_generation_method,creation_date
DF_0123,demand_forecasting,train,multi_step,hard,"Given 35°C forecast and 60% renewable penetration on 12 Feb 2023, what is the optimal dispatch plan?",At 35°C with 60% renewable penetration the system faces 3301.6 MW demand and 1577.8 MW renewable supply. The 1655.4 MW residual is met by dispatchable thermal units in merit order. Re-dispatch reduces maximum line utilisation from 0.83 to 0.57 pu. Total generation cost is 195524 USD/hour at a marginal price of 60.1 USD/MWh.,3324.743,3301.632,23.111,0.968,1.026,0.833,48.8,IEEE-118,SCN_DF_0123,none,N/A,N/A,T03,True,True,3,3.67,True,0.0,0.0,0.332,0.433,0.845,True,86.2,False,none,0.8,physics-constrained synthetic generation,2024-01-01
DF_0124,demand_forecasting,train,factual,easy,What is the forecasted morning ramp demand for the Southeast control area on 3 Aug 2023?,"Morning ramp demand for Southeast on 3 Aug 2023 rises from 3443.2 MW at 06:00 to 5050.1 MW by 09:00, a ramp rate of 98.5 MW per 15-minute interval. Generation dispatch follows the economic merit order with 20.5% renewable contribution. Power balance is maintained within the 2% tolerance throughout the ramp period.",5080.403,5050.102,30.301,0.99,1.028,0.861,20.5,IEEE-118,SCN_DF_0124,none,N/A,N/A,T04,True,True,3,3.67,True,0.0,0.0,0.338,0.427,0.852,True,89.4,False,none,0.82,physics-constrained synthetic generation,2024-01-01
DF_0125,demand_forecasting,train,reasoning,medium,What demand response volume is needed if system load exceeds 3043 MW on 3 Aug 2023?,"If load reaches 3043.3 MW the operator activates 47.6 MW of Tier-1 interruptible industrial demand response. Combined with 554.6 MW of pre-positioned spinning reserve, system balance is restored within 5 minutes. Voltage at bus 89 recovers to 0.961 pu and all thermal limits return to below 0.95 pu of rated capacity.",3064.605,3043.302,21.303,0.961,1.038,0.779,65.4,IEEE-118,SCN_DF_0125,none,N/A,N/A,T05,True,True,3,4.67,True,0.0,0.0,0.365,0.463,0.821,True,85.1,False,none,0.78,physics-constrained synthetic generation,2024-01-01
DF_0126,demand_forecasting,train,multi_step,hard,What is the least-cost unit commitment for 5246 MW peak demand with 40% renewable penetration on 12 Feb 2023?,"The least-cost unit commitment for 5245.6 MW with 40% renewables commits 2 CCGT units at 3056 MW each, one hydro unit at 565 MW, and all available renewables at 955.0 MW. Total commitment cost is 423985 USD/hour. N-1 security is confirmed across all 186 monitored contingencies. Power balance is satisfied within the 2% tolerance.",5287.528,5245.563,41.965,0.972,1.018,0.903,18.0,IEEE-30,SCN_DF_0126,none,N/A,N/A,T06,True,True,3,4.67,True,0.0,0.0,0.362,0.474,0.852,True,93.1,False,none,0.83,physics-constrained synthetic generation,2024-01-01
DF_0127,demand_forecasting,train,factual,easy,What is the forecasted morning ramp demand for the Central control area on 15 Jan 2024?,"Morning ramp demand for Central on 15 Jan 2024 rises from 3382.6 MW at 06:00 to 4645.9 MW by 09:00, a ramp rate of 102.0 MW per 15-minute interval. Generation dispatch follows the economic merit order with 22.7% renewable contribution. Power balance is maintained within the 2% tolerance throughout the ramp period.",4678.407,4645.886,32.521,0.969,1.026,0.635,22.7,IEEE-118,SCN_DF_0127,none,N/A,N/A,T07,True,True,3,3.33,True,0.0,0.0,0.409,0.439,0.839,True,86.5,False,none,0.76,physics-constrained synthetic generation,2024-01-01
DF_0128,demand_forecasting,train,reasoning,medium,What demand response volume is needed if system load exceeds 2302 MW on 9 Sep 2022?,"If load reaches 2302.4 MW the operator activates 22.3 MW of Tier-1 interruptible industrial demand response. Combined with 277.8 MW of pre-positioned spinning reserve, system balance is restored within 5 minutes. Voltage at bus 89 recovers to 0.971 pu and all thermal limits return to below 0.95 pu of rated capacity.",2316.206,2302.392,13.814,0.971,1.034,0.832,31.6,IEEE-118,SCN_DF_0128,none,N/A,N/A,T08,True,True,3,3.67,True,0.0,0.0,0.411,0.516,0.834,True,91.3,False,none,0.77,physics-constrained synthetic generation,2024-01-01
DF_0129,demand_forecasting,train,multi_step,hard,What is the least-cost unit commitment for 4574 MW peak demand with 60% renewable penetration on 3 Aug 2023?,"The least-cost unit commitment for 4573.6 MW with 60% renewables commits 2 CCGT units at 3200 MW each, one hydro unit at 522 MW, and all available renewables at 646.8 MW. Total commitment cost is 354701 USD/hour. N-1 security is confirmed across all 186 monitored contingencies. Power balance is satisfied within the 2% tolerance.",4601.03,4573.588,27.442,0.975,1.025,0.801,14.0,IEEE-118,SCN_DF_0129,none,N/A,N/A,T09,True,True,3,3.33,True,0.0,0.0,0.347,0.422,0.823,True,90.1,False,none,0.75,physics-constrained synthetic generation,2024-01-01
DF_0130,demand_forecasting,train,factual,easy,What is the predicted peak demand for the Northwest region on 28 Nov 2023?,The predicted peak demand for Northwest on 28 Nov 2023 is 5015.4 MW. Generation is scheduled at 5055.6 MW to cover forecast uncertainty. Transmission losses are estimated at 40.1 MW. Voltage profiles across all monitored buses remain within 0.95–1.05 pu and no thermal violations are present on any corridor.,5055.564,5015.44,40.124,0.986,1.033,0.715,24.7,IEEE-30,SCN_DF_0130,none,N/A,N/A,T10,True,True,3,4.0,True,0.0,0.0,0.395,0.478,0.857,True,85.2,False,none,0.76,physics-constrained synthetic generation,2024-01-01
DF_0131,demand_forecasting,train,reasoning,medium,"Given a 78% increase in solar output, how does afternoon net load change on 5 Apr 2023?","With 78% additional solar generation the net load during 13:00–16:00 falls from 2968.6 MW to 1515.5 MW, a reduction of 199.3 MW. Flexible combined-cycle gas generation backs down proportionally. Minimum bus voltage remains at 0.969 pu — within the 0.95 pu limit — and line utilisation does not exceed 0.73 pu on any monitored corridor.",2986.388,2968.577,17.811,0.969,1.034,0.735,47.5,IEEE-118,SCN_DF_0131,none,N/A,N/A,T11,True,True,3,4.33,True,0.0,0.0,0.327,0.493,0.828,True,86.1,False,none,0.81,physics-constrained synthetic generation,2024-01-01
DF_0132,demand_forecasting,train,multi_step,hard,"Given 35°C forecast and 20% renewable penetration on 28 Nov 2023, what is the optimal dispatch plan?",At 35°C with 20% renewable penetration the system faces 3623.3 MW demand and 2269.5 MW renewable supply. The 1402.9 MW residual is met by dispatchable thermal units in merit order. Re-dispatch reduces maximum line utilisation from 0.84 to 0.70 pu. Total generation cost is 239371 USD/hour at a marginal price of 64.7 USD/MWh.,3637.802,3623.309,14.493,0.967,1.03,0.836,61.8,IEEE-14,SCN_DF_0132,none,N/A,N/A,T12,True,True,3,4.33,True,0.0,0.0,0.396,0.52,0.822,True,87.0,False,none,0.78,physics-constrained synthetic generation,2024-01-01
DF_0133,demand_forecasting,train,factual,easy,What is the forecasted morning ramp demand for the Central control area on 5 Apr 2023?,"Morning ramp demand for Central on 5 Apr 2023 rises from 2469.3 MW at 06:00 to 3361.5 MW by 09:00, a ramp rate of 70.3 MW per 15-minute interval. Generation dispatch follows the economic merit order with 64.7% renewable contribution. Power balance is maintained within the 2% tolerance throughout the ramp period.",3384.995,3361.465,23.53,0.968,1.036,0.953,64.7,IEEE-118,SCN_DF_0133,none,N/A,N/A,T01,True,True,3,4.33,True,0.0,0.0,0.375,0.533,0.844,True,92.9,False,none,0.83,physics-constrained synthetic generation,2024-01-01
DF_0134,demand_forecasting,train,reasoning,medium,How does a 25% demand surge during a heat event affect system stability on 10 Mar 2023?,"A 25% unplanned demand surge raises system load to 5243.7 MW. Maximum line utilisation reaches 0.72 pu on the critical corridor, requiring re-dispatch of 411.5 MW from fast-response units within 10 minutes. Post re-dispatch voltage at the weakest bus recovers to 0.977 pu. Reserve margin is maintained at 13.7%.",5275.197,5243.735,31.462,0.977,1.034,0.72,58.0,IEEE-118,SCN_DF_0134,none,N/A,N/A,T02,True,True,3,4.0,True,0.0,0.0,0.382,0.477,0.858,True,92.6,False,none,0.81,physics-constrained synthetic generation,2024-01-01
DF_0135,demand_forecasting,train,multi_step,hard,"Given 38°C forecast and 50% renewable penetration on 31 Oct 2023, what is the optimal dispatch plan?",At 38°C with 50% renewable penetration the system faces 2813.0 MW demand and 951.1 MW renewable supply. The 1813.7 MW residual is met by dispatchable thermal units in merit order. Re-dispatch reduces maximum line utilisation from 0.69 to 0.49 pu. Total generation cost is 177853 USD/hour at a marginal price of 63.9 USD/MWh.,2824.229,2812.977,11.252,0.984,1.03,0.692,34.4,IEEE-14,SCN_DF_0135,none,N/A,N/A,T03,True,True,3,3.33,True,0.0,0.0,0.412,0.481,0.856,True,89.5,False,none,0.82,physics-constrained synthetic generation,2024-01-01
DF_0136,demand_forecasting,train,factual,easy,What is the forecasted morning ramp demand for the Northwest control area on 22 Jun 2023?,"Morning ramp demand for Northwest on 22 Jun 2023 rises from 2755.8 MW at 06:00 to 3670.1 MW by 09:00, a ramp rate of 63.9 MW per 15-minute interval. Generation dispatch follows the economic merit order with 31.8% renewable contribution. Power balance is maintained within the 2% tolerance throughout the ramp period.",3692.092,3670.072,22.02,0.98,1.028,0.784,31.8,IEEE-118,SCN_DF_0136,none,N/A,N/A,T04,True,True,3,5.0,True,0.0,0.0,0.402,0.539,0.848,True,93.0,False,none,0.84,physics-constrained synthetic generation,2024-01-01
DF_0137,demand_forecasting,train,reasoning,medium,"Given a 55% increase in solar output, how does afternoon net load change on 5 Apr 2023?","With 55% additional solar generation the net load during 13:00–16:00 falls from 3440.6 MW to 2649.6 MW, a reduction of 174.6 MW. Flexible combined-cycle gas generation backs down proportionally. Minimum bus voltage remains at 1.001 pu — within the 0.95 pu limit — and line utilisation does not exceed 0.72 pu on any monitored corridor.",3464.644,3440.56,24.084,1.001,1.048,0.721,21.6,IEEE-30,SCN_DF_0137,none,N/A,N/A,T05,True,True,3,4.0,True,0.0,0.0,0.329,0.524,0.853,True,92.2,False,none,0.78,physics-constrained synthetic generation,2024-01-01
DF_0138,demand_forecasting,train,multi_step,hard,What is the least-cost unit commitment for 4288 MW peak demand with 35% renewable penetration on 14 Jul 2023?,"The least-cost unit commitment for 4288.4 MW with 35% renewables commits 2 CCGT units at 1777 MW each, one hydro unit at 453 MW, and all available renewables at 1289.0 MW. Total commitment cost is 268763 USD/hour. N-1 security is confirmed across all 186 monitored contingencies. Power balance is satisfied within the 2% tolerance.",4322.676,4288.369,34.307,0.956,1.024,0.913,32.3,IEEE-118,SCN_DF_0138,none,N/A,N/A,T06,True,True,3,3.67,True,0.0,0.0,0.372,0.428,0.828,True,89.3,False,none,0.83,physics-constrained synthetic generation,2024-01-01
DF_0139,demand_forecasting,train,factual,easy,What is the expected overnight base load for Grid Zone E on 22 Jun 2023?,"Overnight base load for Grid Zone E on 22 Jun 2023 is estimated at 4538.3 MW, reflecting reduced industrial and commercial activity. Baseload thermal and hydro units serve demand without peaking commitment. System marginal price is 67.4 USD/MWh at this operating point.",4570.058,4538.29,31.768,0.956,1.034,0.743,42.3,IEEE-118,SCN_DF_0139,none,N/A,N/A,T07,True,True,3,3.0,True,0.0,0.0,0.338,0.494,0.857,True,88.0,False,none,0.8,physics-constrained synthetic generation,2024-01-01
DF_0140,demand_forecasting,train,reasoning,medium,How does a 78% demand surge during a heat event affect system stability on 10 Mar 2023?,"A 78% unplanned demand surge raises system load to 3865.7 MW. Maximum line utilisation reaches 0.80 pu on the critical corridor, requiring re-dispatch of 434.7 MW from fast-response units within 10 minutes. Post re-dispatch voltage at the weakest bus recovers to 0.972 pu. Reserve margin is maintained at 12.6%.",3892.806,3865.746,27.06,0.972,1.012,0.799,67.5,IEEE-30,SCN_DF_0140,none,N/A,N/A,T08,True,True,3,3.67,True,0.0,0.0,0.32,0.513,0.836,True,92.9,False,none,0.77,physics-constrained synthetic generation,2024-01-01
DF_0141,demand_forecasting,train,multi_step,hard,"Given 35°C forecast and 70% renewable penetration on 28 Nov 2023, what is the optimal dispatch plan?",At 35°C with 70% renewable penetration the system faces 3774.3 MW demand and 1735.0 MW renewable supply. The 2053.3 MW residual is met by dispatchable thermal units in merit order. Re-dispatch reduces maximum line utilisation from 0.86 to 0.63 pu. Total generation cost is 250285 USD/hour at a marginal price of 65.7 USD/MWh.,3796.921,3774.275,22.646,0.972,1.027,0.858,45.8,IEEE-118,SCN_DF_0141,none,N/A,N/A,T09,True,True,3,4.67,True,0.0,0.0,0.368,0.49,0.851,True,92.2,False,none,0.75,physics-constrained synthetic generation,2024-01-01
DF_0142,demand_forecasting,train,factual,easy,What is the predicted peak demand for the Central region on 18 May 2023?,The predicted peak demand for Central on 18 May 2023 is 3687.2 MW. Generation is scheduled at 3713.1 MW to cover forecast uncertainty. Transmission losses are estimated at 25.8 MW. Voltage profiles across all monitored buses remain within 0.95–1.05 pu and no thermal violations are present on any corridor.,3713.057,3687.246,25.811,0.968,1.03,0.645,21.8,IEEE-118,SCN_DF_0142,none,N/A,N/A,T10,True,True,3,3.33,True,0.0,0.0,0.4,0.464,0.825,True,91.9,False,none,0.81,physics-constrained synthetic generation,2024-01-01
DF_0143,demand_forecasting,train,reasoning,medium,How does a 65% demand surge during a heat event affect system stability on 5 Apr 2023?,"A 65% unplanned demand surge raises system load to 2796.7 MW. Maximum line utilisation reaches 0.83 pu on the critical corridor, requiring re-dispatch of 334.3 MW from fast-response units within 10 minutes. Post re-dispatch voltage at the weakest bus recovers to 0.962 pu. Reserve margin is maintained at 18.6%.",2810.701,2796.717,13.984,0.962,1.041,0.832,64.2,IEEE-118,SCN_DF_0143,none,N/A,N/A,T11,True,True,3,3.67,True,0.0,0.0,0.33,0.463,0.839,True,93.4,False,none,0.83,physics-constrained synthetic generation,2024-01-01
DF_0144,demand_forecasting,train,multi_step,hard,What is the least-cost unit commitment for 2696 MW peak demand with 50% renewable penetration on 5 Apr 2023?,"The least-cost unit commitment for 2695.9 MW with 50% renewables commits 2 CCGT units at 183 MW each, one hydro unit at 314 MW, and all available renewables at 1788.8 MW. Total commitment cost is 161977 USD/hour. N-1 security is confirmed across all 186 monitored contingencies. Power balance is satisfied within the 2% tolerance.",2712.107,2695.931,16.176,0.965,1.016,0.854,67.7,IEEE-118,SCN_DF_0144,none,N/A,N/A,T12,True,True,3,4.0,True,0.0,0.0,0.324,0.476,0.839,True,87.5,False,none,0.76,physics-constrained synthetic generation,2024-01-01
DF_0145,demand_forecasting,train,factual,easy,What is the predicted peak demand for the Northwest region on 10 Mar 2023?,The predicted peak demand for Northwest on 10 Mar 2023 is 4760.7 MW. Generation is scheduled at 4784.5 MW to cover forecast uncertainty. Transmission losses are estimated at 23.8 MW. Voltage profiles across all monitored buses remain within 0.95–1.05 pu and no thermal violations are present on any corridor.,4784.52,4760.716,23.804,0.991,1.011,0.696,62.2,IEEE-118,SCN_DF_0145,none,N/A,N/A,T01,True,True,3,5.0,True,0.0,0.0,0.371,0.436,0.841,True,86.2,False,none,0.8,physics-constrained synthetic generation,2024-01-01
DF_0146,demand_forecasting,train,reasoning,medium,What demand response volume is needed if system load exceeds 2147 MW on 9 Sep 2022?,"If load reaches 2147.4 MW the operator activates 22.2 MW of Tier-1 interruptible industrial demand response. Combined with 219.8 MW of pre-positioned spinning reserve, system balance is restored within 5 minutes. Voltage at bus 89 recovers to 0.955 pu and all thermal limits return to below 0.95 pu of rated capacity.",2162.478,2147.446,15.032,0.955,1.029,0.93,32.1,IEEE-118,SCN_DF_0146,none,N/A,N/A,T02,True,True,3,3.33,True,0.0,0.0,0.354,0.5,0.834,True,89.8,False,none,0.77,physics-constrained synthetic generation,2024-01-01
DF_0147,demand_forecasting,train,multi_step,hard,"Given 32°C forecast and 50% renewable penetration on 31 Oct 2023, what is the optimal dispatch plan?",At 32°C with 50% renewable penetration the system faces 4557.7 MW demand and 452.4 MW renewable supply. The 4027.1 MW residual is met by dispatchable thermal units in merit order. Re-dispatch reduces maximum line utilisation from 0.59 to 0.43 pu. Total generation cost is 329099 USD/hour at a marginal price of 73.1 USD/MWh.,4580.495,4557.706,22.789,0.965,1.017,0.588,10.1,IEEE-118,SCN_DF_0147,none,N/A,N/A,T03,True,True,3,4.0,True,0.0,0.0,0.351,0.462,0.84,True,92.8,False,none,0.77,physics-constrained synthetic generation,2024-01-01
DF_0148,demand_forecasting,train,factual,easy,What is the forecasted morning ramp demand for the Southwest control area on 18 May 2023?,"Morning ramp demand for Southwest on 18 May 2023 rises from 1952.5 MW at 06:00 to 2713.7 MW by 09:00, a ramp rate of 74.4 MW per 15-minute interval. Generation dispatch follows the economic merit order with 40.4% renewable contribution. Power balance is maintained within the 2% tolerance throughout the ramp period.",2727.252,2713.684,13.568,0.971,1.028,0.81,40.4,IEEE-118,SCN_DF_0148,none,N/A,N/A,T04,True,True,3,4.0,True,0.0,0.0,0.382,0.459,0.856,True,86.0,False,none,0.83,physics-constrained synthetic generation,2024-01-01
DF_0149,demand_forecasting,train,reasoning,medium,What demand response volume is needed if system load exceeds 3936 MW on 9 Sep 2022?,"If load reaches 3936.4 MW the operator activates 46.8 MW of Tier-1 interruptible industrial demand response. Combined with 713.2 MW of pre-positioned spinning reserve, system balance is restored within 5 minutes. Voltage at bus 89 recovers to 0.980 pu and all thermal limits return to below 0.95 pu of rated capacity.",3956.038,3936.356,19.682,0.98,1.05,0.798,16.1,IEEE-118,SCN_DF_0149,none,N/A,N/A,T05,True,True,3,4.33,True,0.0,0.0,0.364,0.536,0.835,True,92.9,False,none,0.75,physics-constrained synthetic generation,2024-01-01
DF_0150,demand_forecasting,train,multi_step,hard,What is the least-cost unit commitment for 2370 MW peak demand with 15% renewable penetration on 28 Nov 2023?,"The least-cost unit commitment for 2370.1 MW with 15% renewables commits 2 CCGT units at 683 MW each, one hydro unit at 277 MW, and all available renewables at 1125.1 MW. Total commitment cost is 133288 USD/hour. N-1 security is confirmed across all 186 monitored contingencies. Power balance is satisfied within the 2% tolerance.",2381.906,2370.056,11.85,0.959,1.018,0.826,48.8,IEEE-30,SCN_DF_0150,none,N/A,N/A,T06,True,True,3,3.67,True,0.0,0.0,0.352,0.483,0.831,True,89.3,False,none,0.83,physics-constrained synthetic generation,2024-01-01
DF_0151,demand_forecasting,train,factual,easy,What is the predicted peak demand for the Central region on 3 Aug 2023?,The predicted peak demand for Central on 3 Aug 2023 is 2828.0 MW. Generation is scheduled at 2847.8 MW to cover forecast uncertainty. Transmission losses are estimated at 19.8 MW. Voltage profiles across all monitored buses remain within 0.95–1.05 pu and no thermal violations are present on any corridor.,2847.837,2828.041,19.796,0.966,1.04,0.641,25.0,IEEE-30,SCN_DF_0151,none,N/A,N/A,T07,True,True,3,5.0,True,0.0,0.0,0.382,0.422,0.823,True,92.0,False,none,0.76,physics-constrained synthetic generation,2024-01-01
DF_0152,demand_forecasting,train,reasoning,medium,How does a 78% demand surge during a heat event affect system stability on 31 Oct 2023?,"A 78% unplanned demand surge raises system load to 5092.5 MW. Maximum line utilisation reaches 0.68 pu on the critical corridor, requiring re-dispatch of 430.5 MW from fast-response units within 10 minutes. Post re-dispatch voltage at the weakest bus recovers to 0.968 pu. Reserve margin is maintained at 12.7%.",5112.874,5092.504,20.37,0.968,1.029,0.683,68.0,IEEE-118,SCN_DF_0152,none,N/A,N/A,T08,True,True,3,4.0,True,0.0,0.0,0.34,0.542,0.831,True,87.6,False,none,0.78,physics-constrained synthetic generation,2024-01-01
DF_0153,demand_forecasting,train,multi_step,hard,"Given 32°C forecast and 65% renewable penetration on 12 Feb 2023, what is the optimal dispatch plan?",At 32°C with 65% renewable penetration the system faces 4811.1 MW demand and 1157.5 MW renewable supply. The 3665.5 MW residual is met by dispatchable thermal units in merit order. Re-dispatch reduces maximum line utilisation from 0.76 to 0.66 pu. Total generation cost is 411771 USD/hour at a marginal price of 84.9 USD/MWh.,4839.97,4811.103,28.867,0.971,1.036,0.76,24.0,IEEE-118,SCN_DF_0153,none,N/A,N/A,T09,True,True,3,3.0,True,0.0,0.0,0.375,0.522,0.833,True,93.7,False,none,0.77,physics-constrained synthetic generation,2024-01-01
DF_0154,demand_forecasting,train,factual,easy,What is the forecasted morning ramp demand for the Northeast control area on 31 Oct 2023?,"Morning ramp demand for Northeast on 31 Oct 2023 rises from 1640.0 MW at 06:00 to 2192.8 MW by 09:00, a ramp rate of 105.7 MW per 15-minute interval. Generation dispatch follows the economic merit order with 28.3% renewable contribution. Power balance is maintained within the 2% tolerance throughout the ramp period.",2208.15,2192.8,15.35,0.974,1.024,0.713,28.3,IEEE-30,SCN_DF_0154,none,N/A,N/A,T10,True,True,3,3.67,True,0.0,0.0,0.407,0.499,0.846,True,90.9,False,none,0.81,physics-constrained synthetic generation,2024-01-01
DF_0155,demand_forecasting,train,reasoning,medium,What demand response volume is needed if system load exceeds 2965 MW on 5 Apr 2023?,"If load reaches 2965.3 MW the operator activates 61.5 MW of Tier-1 interruptible industrial demand response. Combined with 518.2 MW of pre-positioned spinning reserve, system balance is restored within 5 minutes. Voltage at bus 89 recovers to 0.963 pu and all thermal limits return to below 0.95 pu of rated capacity.",2989.014,2965.292,23.722,0.963,1.029,0.764,66.1,IEEE-118,SCN_DF_0155,none,N/A,N/A,T11,True,True,3,3.67,True,0.0,0.0,0.338,0.421,0.842,True,87.8,False,none,0.81,physics-constrained synthetic generation,2024-01-01
DF_0156,demand_forecasting,train,multi_step,hard,What is the least-cost unit commitment for 2892 MW peak demand with 15% renewable penetration on 5 Apr 2023?,"The least-cost unit commitment for 2892.3 MW with 15% renewables commits 2 CCGT units at 600 MW each, one hydro unit at 257 MW, and all available renewables at 1823.6 MW. Total commitment cost is 192276 USD/hour. N-1 security is confirmed across all 186 monitored contingencies. Power balance is satisfied within the 2% tolerance.",2915.465,2892.326,23.139,0.955,1.04,0.752,60.9,IEEE-118,SCN_DF_0156,none,N/A,N/A,T12,True,True,3,3.67,True,0.0,0.0,0.373,0.497,0.838,True,88.7,False,none,0.77,physics-constrained synthetic generation,2024-01-01
DF_0157,demand_forecasting,train,factual,easy,What is the forecasted morning ramp demand for the Northwest control area on 3 Aug 2023?,"Morning ramp demand for Northwest on 3 Aug 2023 rises from 2367.6 MW at 06:00 to 3243.4 MW by 09:00, a ramp rate of 62.1 MW per 15-minute interval. Generation dispatch follows the economic merit order with 36.5% renewable contribution. Power balance is maintained within the 2% tolerance throughout the ramp period.",3259.656,3243.439,16.217,0.975,0.995,0.738,36.5,IEEE-118,SCN_DF_0157,none,N/A,N/A,T01,True,True,3,4.0,True,0.0,0.0,0.404,0.501,0.835,True,88.4,False,none,0.83,physics-constrained synthetic generation,2024-01-01
DF_0158,demand_forecasting,train,reasoning,medium,"Given a 30% increase in solar output, how does afternoon net load change on 20 Jul 2023?","With 30% additional solar generation the net load during 13:00–16:00 falls from 3933.4 MW to 3482.4 MW, a reduction of 418.2 MW. Flexible combined-cycle gas generation backs down proportionally. Minimum bus voltage remains at 0.967 pu — within the 0.95 pu limit — and line utilisation does not exceed 0.89 pu on any monitored corridor.",3953.081,3933.414,19.667,0.967,1.02,0.892,13.0,IEEE-30,SCN_DF_0158,none,N/A,N/A,T02,True,True,3,4.0,True,0.0,0.0,0.37,0.502,0.837,True,91.8,False,none,0.83,physics-constrained synthetic generation,2024-01-01
DF_0159,demand_forecasting,train,multi_step,hard,What is the least-cost unit commitment for 3455 MW peak demand with 70% renewable penetration on 15 Jan 2024?,"The least-cost unit commitment for 3455.0 MW with 70% renewables commits 2 CCGT units at 2231 MW each, one hydro unit at 340 MW, and all available renewables at 410.7 MW. Total commitment cost is 233721 USD/hour. N-1 security is confirmed across all 186 monitored contingencies. Power balance is satisfied within the 2% tolerance.",3468.822,3455.002,13.82,0.98,1.035,0.593,11.8,IEEE-30,SCN_DF_0159,none,N/A,N/A,T03,True,True,3,4.33,True,0.0,0.0,0.389,0.534,0.832,True,92.1,False,none,0.77,physics-constrained synthetic generation,2024-01-01
DF_0160,demand_forecasting,train,factual,easy,What is the expected overnight base load for Grid Zone A on 22 Jun 2023?,"Overnight base load for Grid Zone A on 22 Jun 2023 is estimated at 2046.3 MW, reflecting reduced industrial and commercial activity. Baseload thermal and hydro units serve demand without peaking commitment. System marginal price is 52.1 USD/MWh at this operating point.",2058.568,2046.29,12.278,0.971,1.015,0.775,19.1,IEEE-118,SCN_DF_0160,none,N/A,N/A,T04,True,True,3,4.0,True,0.0,0.0,0.323,0.508,0.834,True,93.5,False,none,0.79,physics-constrained synthetic generation,2024-01-01
DF_0161,demand_forecasting,train,reasoning,medium,How does a 55% demand surge during a heat event affect system stability on 14 Jul 2023?,"A 55% unplanned demand surge raises system load to 5482.8 MW. Maximum line utilisation reaches 0.72 pu on the critical corridor, requiring re-dispatch of 250.0 MW from fast-response units within 10 minutes. Post re-dispatch voltage at the weakest bus recovers to 0.964 pu. Reserve margin is maintained at 15.1%.",5521.2,5482.82,38.38,0.964,1.026,0.717,30.7,IEEE-118,SCN_DF_0161,none,N/A,N/A,T05,True,True,3,4.0,True,0.0,0.0,0.368,0.54,0.836,True,93.5,False,none,0.79,physics-constrained synthetic generation,2024-01-01
DF_0162,demand_forecasting,train,multi_step,hard,"Given 40°C forecast and 20% renewable penetration on 9 Sep 2022, what is the optimal dispatch plan?",At 40°C with 20% renewable penetration the system faces 4464.6 MW demand and 901.9 MW renewable supply. The 3455.2 MW residual is met by dispatchable thermal units in merit order. Re-dispatch reduces maximum line utilisation from 0.73 to 0.66 pu. Total generation cost is 315568 USD/hour at a marginal price of 71.8 USD/MWh.,4495.809,4464.557,31.252,0.987,1.016,0.735,20.7,IEEE-118,SCN_DF_0162,none,N/A,N/A,T06,True,True,3,4.67,True,0.0,0.0,0.346,0.431,0.834,True,93.5,False,none,0.79,physics-constrained synthetic generation,2024-01-01
DF_0163,demand_forecasting,train,factual,easy,What is the forecasted morning ramp demand for the Southwest control area on 12 Feb 2023?,"Morning ramp demand for Southwest on 12 Feb 2023 rises from 2347.1 MW at 06:00 to 3235.7 MW by 09:00, a ramp rate of 80.5 MW per 15-minute interval. Generation dispatch follows the economic merit order with 42.5% renewable contribution. Power balance is maintained within the 2% tolerance throughout the ramp period.",3258.389,3235.739,22.65,0.967,1.03,0.667,42.5,IEEE-118,SCN_DF_0163,none,N/A,N/A,T07,True,True,3,3.67,True,0.0,0.0,0.412,0.469,0.826,True,86.7,False,none,0.74,physics-constrained synthetic generation,2024-01-01
DF_0164,demand_forecasting,train,reasoning,medium,What demand response volume is needed if system load exceeds 4606 MW on 15 Jan 2024?,"If load reaches 4605.5 MW the operator activates 99.6 MW of Tier-1 interruptible industrial demand response. Combined with 550.1 MW of pre-positioned spinning reserve, system balance is restored within 5 minutes. Voltage at bus 89 recovers to 0.981 pu and all thermal limits return to below 0.95 pu of rated capacity.",4628.561,4605.533,23.028,0.981,1.03,0.778,14.3,IEEE-30,SCN_DF_0164,none,N/A,N/A,T08,True,True,3,4.0,True,0.0,0.0,0.413,0.422,0.845,True,91.9,False,none,0.75,physics-constrained synthetic generation,2024-01-01
DF_0165,demand_forecasting,train,multi_step,hard,"Given 38°C forecast and 55% renewable penetration on 10 Mar 2023, what is the optimal dispatch plan?",At 38°C with 55% renewable penetration the system faces 3996.1 MW demand and 1529.7 MW renewable supply. The 2433.3 MW residual is met by dispatchable thermal units in merit order. Re-dispatch reduces maximum line utilisation from 0.97 to 0.51 pu. Total generation cost is 282422 USD/hour at a marginal price of 70.9 USD/MWh.,4016.045,3996.065,19.98,0.982,1.021,0.975,38.6,IEEE-30,SCN_DF_0165,none,N/A,N/A,T09,True,True,3,3.67,True,0.0,0.0,0.312,0.491,0.837,True,91.9,False,none,0.76,physics-constrained synthetic generation,2024-01-01
