doc_id,document_type,title,authors,publication_year,publisher,doi,primary_category,sub_category,keywords,abstract_snippet,page_count,language,access_type,citation_count,is_peer_reviewed,covers_physics_constraints,covers_llm_methods,covers_power_systems,covers_renewable_energy,covers_market_analysis,covers_anomaly_detection,relevance_score
KB_0129,ieee_standard,Study on power systems topic 129: frequency regulation approaches,"Author_129A, Author_129B",2018,CIGRE,10.1109/PES.2018.793654,power_systems,review,"frequency regulation, renewable, decision support, question answering",This paper investigates frequency regulation methods for power systems applications with emphasis on renewable techniques...,20,English,subscription,222,False,False,False,True,True,False,False,0.59
KB_0130,journal_article,Study on power systems topic 130: voltage stability approaches,"Author_130A, Author_130B",2015,CIGRE,10.1109/PES.2015.888230,power_systems,analysis,"voltage stability, inertia, anomaly detection, multimodal learning",This paper investigates voltage stability methods for power systems applications with emphasis on inertia techniques...,20,English,public,256,True,False,False,True,False,False,True,0.67
KB_0131,regulatory_document,Study on renewable energy topic 131: low-rank adaptation approaches,"Author_131A, Author_131B",2023,EPRI,10.1109/PES.2023.778090,renewable_energy,modeling,"low-rank adaptation, question answering, frequency regulation, grid topology",This paper investigates low-rank adaptation methods for renewable energy applications with emphasis on question answering techniques...,12,English,subscription,135,False,False,False,False,True,False,False,0.74
KB_0132,grid_code,Study on market design topic 132: LoRA fine-tuning approaches,"Author_132A, Author_132B",2016,DOE,10.1109/PES.2016.594718,market_design,control,"grid topology, multimodal learning, decision support, LoRA fine-tuning",This paper investigates grid topology methods for market design applications with emphasis on multimodal learning techniques...,21,English,open_access,20,False,False,True,False,False,True,False,0.68
KB_0133,journal_article,Study on power systems topic 133: low-rank adaptation approaches,"Author_133A, Author_133B",2020,CIGRE,10.1109/PES.2020.655611,power_systems,control,"frequency regulation, low-rank adaptation, unit commitment, large language model",This paper investigates frequency regulation methods for power systems applications with emphasis on low-rank adaptation techniques...,36,English,subscription,216,True,False,True,True,False,False,False,0.57
KB_0134,regulatory_document,Study on energy policy topic 134: frequency regulation approaches,"Author_134A, Author_134B",2021,NERC,10.1109/PES.2021.825251,energy_policy,modeling,"frequency regulation, power flow, SCADA, demand forecasting",This paper investigates frequency regulation methods for energy policy applications with emphasis on power flow techniques...,26,English,public,140,False,False,False,False,False,False,False,0.67
KB_0135,grid_code,Study on renewable energy topic 135: unit commitment approaches,"Author_135A, Author_135B",2022,CAISO,10.1109/PES.2022.672564,renewable_energy,modeling,"demand forecasting, anomaly detection, question answering, unit commitment",This paper investigates demand forecasting methods for renewable energy applications with emphasis on anomaly detection techniques...,36,English,public,111,False,False,False,False,True,False,True,0.59
KB_0136,ieee_standard,Study on power systems topic 136: unit commitment approaches,"Author_136A, Author_136B",2021,ENTSO-E,10.1109/PES.2021.388897,power_systems,analysis,"grid topology, SCADA, curtailment, unit commitment",This paper investigates grid topology methods for power systems applications with emphasis on SCADA techniques...,18,English,open_access,92,False,False,False,True,False,False,False,0.98
KB_0137,journal_article,Study on power systems topic 137: frequency regulation approaches,"Author_137A, Author_137B",2017,FERC,10.1109/PES.2017.555696,power_systems,review,"demand forecasting, frequency regulation, inertia, SCADA",This paper investigates demand forecasting methods for power systems applications with emphasis on frequency regulation techniques...,12,English,public,269,True,False,False,True,False,False,False,0.66
KB_0138,regulatory_document,Study on renewable energy topic 138: optimal power flow approaches,"Author_138A, Author_138B",2021,IET,10.1109/PES.2021.514219,renewable_energy,optimization,"low-rank adaptation, optimal power flow, demand forecasting, SCADA",This paper investigates low-rank adaptation methods for renewable energy applications with emphasis on optimal power flow techniques...,24,English,public,248,False,False,False,False,True,False,False,0.67
KB_0139,technical_report,Study on renewable energy topic 139: anomaly detection approaches,"Author_139A, Author_139B",2023,IET,10.1109/PES.2023.515120,renewable_energy,control,"inertia, unit commitment, anomaly detection, frequency regulation",This paper investigates inertia methods for renewable energy applications with emphasis on unit commitment techniques...,10,English,subscription,63,False,False,False,False,True,False,True,0.72
KB_0140,regulatory_document,Study on AI ML topic 140: question answering approaches,"Author_140A, Author_140B",2023,EPRI,10.1109/PES.2023.376706,AI_ML,analysis,"low-rank adaptation, question answering, optimal power flow, decision support",This paper investigates low-rank adaptation methods for AI ML applications with emphasis on question answering techniques...,25,English,subscription,54,False,False,False,False,False,False,False,0.98
KB_0141,regulatory_document,Study on power systems topic 141: market clearing approaches,"Author_141A, Author_141B",2021,NERC,10.1109/PES.2021.212444,power_systems,forecasting,"anomaly detection, market clearing, renewable, large language model",This paper investigates anomaly detection methods for power systems applications with emphasis on market clearing techniques...,22,English,public,182,False,False,True,True,True,False,True,0.97
KB_0142,conference_paper,Study on energy policy topic 142: unit commitment approaches,"Author_142A, Author_142B",2019,EPRI,10.1109/PES.2019.322179,energy_policy,modeling,"demand forecasting, GNN, unit commitment, SCADA",This paper investigates demand forecasting methods for energy policy applications with emphasis on GNN techniques...,14,English,public,255,True,False,False,False,False,False,False,0.72
KB_0143,regulatory_document,Study on market design topic 143: voltage stability approaches,"Author_143A, Author_143B",2018,IEA,10.1109/PES.2018.749717,market_design,review,"decision support, voltage stability, power flow, physics-informed",This paper investigates decision support methods for market design applications with emphasis on voltage stability techniques...,9,English,subscription,71,False,True,False,False,False,True,False,0.94
KB_0144,grid_code,Study on grid operations topic 144: optimal power flow approaches,"Author_144A, Author_144B",2021,FERC,10.1109/PES.2021.806280,grid_operations,forecasting,"LoRA fine-tuning, physics-informed, optimal power flow, question answering",This paper investigates LoRA fine-tuning methods for grid operations applications with emphasis on physics-informed techniques...,19,English,public,2,False,True,True,True,False,False,False,0.61
KB_0145,conference_paper,Study on power systems topic 145: optimal power flow approaches,"Author_145A, Author_145B",2015,Springer,10.1109/PES.2015.482389,power_systems,optimization,"optimal power flow, decision support, unit commitment, question answering",This paper investigates optimal power flow methods for power systems applications with emphasis on decision support techniques...,29,English,subscription,9,True,False,False,True,False,False,False,0.8
KB_0146,technical_report,Study on market design topic 146: market clearing approaches,"Author_146A, Author_146B",2019,EPRI,10.1109/PES.2019.875821,market_design,analysis,"unit commitment, power flow, market clearing, curtailment",This paper investigates unit commitment methods for market design applications with emphasis on power flow techniques...,44,English,subscription,160,False,False,False,False,False,True,False,0.99
KB_0147,ieee_standard,Study on power systems topic 147: renewable approaches,"Author_147A, Author_147B",2022,EPRI,10.1109/PES.2022.575280,power_systems,modeling,"SCADA, optimal power flow, renewable, voltage stability",This paper investigates SCADA methods for power systems applications with emphasis on optimal power flow techniques...,30,English,public,114,False,False,False,True,True,False,False,0.54
KB_0148,grid_code,Study on AI ML topic 148: LoRA fine-tuning approaches,"Author_148A, Author_148B",2018,EPRI,10.1109/PES.2018.580515,AI_ML,forecasting,"physics-informed, power flow, LoRA fine-tuning, anomaly detection",This paper investigates physics-informed methods for AI ML applications with emphasis on power flow techniques...,11,English,open_access,104,False,True,True,False,False,False,True,0.74
KB_0149,technical_report,Study on grid operations topic 149: unit commitment approaches,"Author_149A, Author_149B",2021,CAISO,10.1109/PES.2021.147483,grid_operations,optimization,"large language model, unit commitment, decision support, SCADA",This paper investigates large language model methods for grid operations applications with emphasis on unit commitment techniques...,20,English,public,133,False,False,True,True,False,False,False,0.6
KB_0150,regulatory_document,Study on AI ML topic 150: LoRA fine-tuning approaches,"Author_150A, Author_150B",2021,EPRI,10.1109/PES.2021.596149,AI_ML,control,"inertia, LoRA fine-tuning, curtailment, unit commitment",This paper investigates inertia methods for AI ML applications with emphasis on LoRA fine-tuning techniques...,24,English,public,279,False,False,True,False,False,False,False,0.9
KB_0151,technical_report,Study on market design topic 151: large language model approaches,"Author_151A, Author_151B",2022,NERC,10.1109/PES.2022.987360,market_design,analysis,"demand forecasting, SCADA, GNN, large language model",This paper investigates demand forecasting methods for market design applications with emphasis on SCADA techniques...,39,English,public,263,False,False,True,False,False,True,False,0.8
KB_0152,ieee_standard,Study on power systems topic 152: voltage stability approaches,"Author_152A, Author_152B",2018,DOE,10.1109/PES.2018.814756,power_systems,modeling,"decision support, voltage stability, large language model, curtailment",This paper investigates decision support methods for power systems applications with emphasis on voltage stability techniques...,19,English,open_access,161,False,False,True,True,False,False,False,0.6
KB_0153,ieee_standard,Study on energy policy topic 153: renewable approaches,"Author_153A, Author_153B",2021,ENTSO-E,10.1109/PES.2021.100004,energy_policy,review,"LoRA fine-tuning, physics-informed, renewable, grid topology",This paper investigates LoRA fine-tuning methods for energy policy applications with emphasis on physics-informed techniques...,21,English,open_access,193,False,True,True,False,True,False,False,0.74
KB_0154,conference_paper,Study on grid operations topic 154: demand forecasting approaches,"Author_154A, Author_154B",2023,CAISO,10.1109/PES.2023.591017,grid_operations,optimization,"GNN, demand forecasting, unit commitment, large language model",This paper investigates GNN methods for grid operations applications with emphasis on demand forecasting techniques...,43,English,subscription,257,True,False,True,True,False,False,False,0.6
KB_0155,conference_paper,Study on market design topic 155: large language model approaches,"Author_155A, Author_155B",2024,CIGRE,10.1109/PES.2024.174953,market_design,forecasting,"unit commitment, grid topology, large language model, curtailment",This paper investigates unit commitment methods for market design applications with emphasis on grid topology techniques...,33,English,open_access,81,True,False,True,False,False,True,False,0.55
KB_0156,regulatory_document,Study on energy policy topic 156: optimal power flow approaches,"Author_156A, Author_156B",2018,Springer,10.1109/PES.2018.901964,energy_policy,control,"grid topology, decision support, optimal power flow, LoRA fine-tuning",This paper investigates grid topology methods for energy policy applications with emphasis on decision support techniques...,22,English,open_access,66,False,False,True,False,False,False,False,0.94
KB_0157,ieee_standard,Study on grid operations topic 157: LoRA fine-tuning approaches,"Author_157A, Author_157B",2015,Elsevier,10.1109/PES.2015.301739,grid_operations,review,"decision support, demand forecasting, LoRA fine-tuning, multimodal learning",This paper investigates decision support methods for grid operations applications with emphasis on demand forecasting techniques...,10,English,subscription,13,False,False,True,True,False,False,False,0.72
KB_0158,conference_paper,Study on grid operations topic 158: voltage stability approaches,"Author_158A, Author_158B",2018,FERC,10.1109/PES.2018.706340,grid_operations,control,"LoRA fine-tuning, voltage stability, frequency regulation, curtailment",This paper investigates LoRA fine-tuning methods for grid operations applications with emphasis on voltage stability techniques...,20,English,open_access,247,True,False,True,True,False,False,False,0.98
KB_0159,journal_article,Study on market design topic 159: anomaly detection approaches,"Author_159A, Author_159B",2024,IEA,10.1109/PES.2024.919338,market_design,review,"anomaly detection, GNN, SCADA, multimodal learning",This paper investigates anomaly detection methods for market design applications with emphasis on GNN techniques...,25,English,public,268,True,False,False,False,False,True,True,0.74
KB_0160,conference_paper,Study on power systems topic 160: market clearing approaches,"Author_160A, Author_160B",2023,Springer,10.1109/PES.2023.805572,power_systems,review,"optimal power flow, market clearing, low-rank adaptation, multimodal learning",This paper investigates optimal power flow methods for power systems applications with emphasis on market clearing techniques...,32,English,subscription,155,True,False,False,True,False,False,False,0.56
KB_0161,ieee_standard,Study on AI ML topic 161: low-rank adaptation approaches,"Author_161A, Author_161B",2018,EPRI,10.1109/PES.2018.355652,AI_ML,optimization,"low-rank adaptation, curtailment, LoRA fine-tuning, optimal power flow",This paper investigates low-rank adaptation methods for AI ML applications with emphasis on curtailment techniques...,24,English,public,245,False,False,True,False,False,False,False,0.89
KB_0162,grid_code,Study on renewable energy topic 162: inertia approaches,"Author_162A, Author_162B",2021,DOE,10.1109/PES.2021.791257,renewable_energy,optimization,"frequency regulation, inertia, anomaly detection, demand forecasting",This paper investigates frequency regulation methods for renewable energy applications with emphasis on inertia techniques...,11,English,subscription,139,False,False,False,False,True,False,True,0.53
KB_0163,grid_code,Study on AI ML topic 163: decision support approaches,"Author_163A, Author_163B",2018,NERC,10.1109/PES.2018.384998,AI_ML,forecasting,"anomaly detection, demand forecasting, inertia, decision support",This paper investigates anomaly detection methods for AI ML applications with emphasis on demand forecasting techniques...,29,English,subscription,162,False,False,False,False,False,False,True,0.54
KB_0164,conference_paper,Study on grid operations topic 164: GNN approaches,"Author_164A, Author_164B",2022,Elsevier,10.1109/PES.2022.931883,grid_operations,analysis,"physics-informed, question answering, GNN, low-rank adaptation",This paper investigates physics-informed methods for grid operations applications with emphasis on question answering techniques...,23,English,open_access,183,True,True,False,True,False,False,False,0.58
KB_0165,grid_code,Study on energy policy topic 165: market clearing approaches,"Author_165A, Author_165B",2015,FERC,10.1109/PES.2015.529028,energy_policy,control,"grid topology, SCADA, market clearing, multimodal learning",This paper investigates grid topology methods for energy policy applications with emphasis on SCADA techniques...,27,English,public,154,False,False,False,False,False,False,False,0.91
KB_0166,grid_code,Study on renewable energy topic 166: physics-informed approaches,"Author_166A, Author_166B",2024,EPRI,10.1109/PES.2024.615809,renewable_energy,modeling,"physics-informed, grid topology, question answering, multimodal learning",This paper investigates physics-informed methods for renewable energy applications with emphasis on grid topology techniques...,25,English,open_access,59,False,True,False,False,True,False,False,0.56
KB_0167,journal_article,Study on renewable energy topic 167: market clearing approaches,"Author_167A, Author_167B",2021,NERC,10.1109/PES.2021.757663,renewable_energy,modeling,"multimodal learning, market clearing, inertia, frequency regulation",This paper investigates multimodal learning methods for renewable energy applications with emphasis on market clearing techniques...,13,English,public,214,True,False,False,False,True,False,False,0.78
KB_0168,conference_paper,Study on energy policy topic 168: demand forecasting approaches,"Author_168A, Author_168B",2022,Springer,10.1109/PES.2022.424991,energy_policy,forecasting,"GNN, power flow, demand forecasting, frequency regulation",This paper investigates GNN methods for energy policy applications with emphasis on power flow techniques...,14,English,subscription,22,True,False,False,False,False,False,False,0.59
KB_0169,grid_code,Study on grid operations topic 169: anomaly detection approaches,"Author_169A, Author_169B",2015,Elsevier,10.1109/PES.2015.296877,grid_operations,review,"physics-informed, renewable, anomaly detection, power flow",This paper investigates physics-informed methods for grid operations applications with emphasis on renewable techniques...,13,English,open_access,27,False,True,False,True,True,False,True,0.98
KB_0170,ieee_standard,Study on renewable energy topic 170: optimal power flow approaches,"Author_170A, Author_170B",2019,ENTSO-E,10.1109/PES.2019.199851,renewable_energy,optimization,"power flow, optimal power flow, anomaly detection, LoRA fine-tuning",This paper investigates power flow methods for renewable energy applications with emphasis on optimal power flow techniques...,44,English,subscription,33,False,False,True,False,True,False,True,0.58
KB_0171,technical_report,Study on AI ML topic 171: multimodal learning approaches,"Author_171A, Author_171B",2022,ENTSO-E,10.1109/PES.2022.909453,AI_ML,optimization,"low-rank adaptation, question answering, anomaly detection, multimodal learning",This paper investigates low-rank adaptation methods for AI ML applications with emphasis on question answering techniques...,13,English,open_access,247,False,False,False,False,False,False,True,0.62
KB_0172,regulatory_document,Study on renewable energy topic 172: physics-informed approaches,"Author_172A, Author_172B",2023,IET,10.1109/PES.2023.111760,renewable_energy,optimization,"frequency regulation, GNN, question answering, physics-informed",This paper investigates frequency regulation methods for renewable energy applications with emphasis on GNN techniques...,29,English,public,171,False,True,False,False,True,False,False,0.7
KB_0173,grid_code,Study on AI ML topic 173: anomaly detection approaches,"Author_173A, Author_173B",2023,CIGRE,10.1109/PES.2023.242358,AI_ML,optimization,"optimal power flow, demand forecasting, anomaly detection, GNN",This paper investigates optimal power flow methods for AI ML applications with emphasis on demand forecasting techniques...,24,English,subscription,64,False,False,False,False,False,False,True,0.53
KB_0174,grid_code,Study on energy policy topic 174: renewable approaches,"Author_174A, Author_174B",2016,CAISO,10.1109/PES.2016.544701,energy_policy,optimization,"GNN, renewable, optimal power flow, LoRA fine-tuning",This paper investigates GNN methods for energy policy applications with emphasis on renewable techniques...,35,English,public,39,False,False,True,False,True,False,False,0.77
KB_0175,journal_article,Study on AI ML topic 175: optimal power flow approaches,"Author_175A, Author_175B",2019,Springer,10.1109/PES.2019.288379,AI_ML,review,"optimal power flow, multimodal learning, frequency regulation, SCADA",This paper investigates optimal power flow methods for AI ML applications with emphasis on multimodal learning techniques...,27,English,subscription,252,True,False,False,False,False,False,False,0.81
KB_0176,technical_report,Study on energy policy topic 176: frequency regulation approaches,"Author_176A, Author_176B",2018,EPRI,10.1109/PES.2018.231651,energy_policy,forecasting,"frequency regulation, demand forecasting, optimal power flow, inertia",This paper investigates frequency regulation methods for energy policy applications with emphasis on demand forecasting techniques...,24,English,open_access,208,False,False,False,False,False,False,False,0.89
KB_0177,regulatory_document,Study on market design topic 177: SCADA approaches,"Author_177A, Author_177B",2022,Springer,10.1109/PES.2022.775271,market_design,forecasting,"power flow, anomaly detection, decision support, SCADA",This paper investigates power flow methods for market design applications with emphasis on anomaly detection techniques...,25,English,open_access,28,False,False,False,False,False,True,True,0.58
KB_0178,journal_article,Study on energy policy topic 178: curtailment approaches,"Author_178A, Author_178B",2022,IET,10.1109/PES.2022.534766,energy_policy,optimization,"curtailment, SCADA, renewable, power flow",This paper investigates curtailment methods for energy policy applications with emphasis on SCADA techniques...,38,English,public,109,True,False,False,False,True,False,False,0.82
KB_0179,grid_code,Study on AI ML topic 179: optimal power flow approaches,"Author_179A, Author_179B",2016,NERC,10.1109/PES.2016.671649,AI_ML,review,"grid topology, optimal power flow, power flow, unit commitment",This paper investigates grid topology methods for AI ML applications with emphasis on optimal power flow techniques...,22,English,open_access,243,False,False,False,False,False,False,False,0.9
KB_0180,ieee_standard,Study on AI ML topic 180: SCADA approaches,"Author_180A, Author_180B",2018,DOE,10.1109/PES.2018.238476,AI_ML,modeling,"LoRA fine-tuning, question answering, curtailment, SCADA",This paper investigates LoRA fine-tuning methods for AI ML applications with emphasis on question answering techniques...,35,English,subscription,278,False,False,True,False,False,False,False,0.62
KB_0181,regulatory_document,Study on AI ML topic 181: physics-informed approaches,"Author_181A, Author_181B",2017,NERC,10.1109/PES.2017.873959,AI_ML,review,"physics-informed, optimal power flow, grid topology, renewable",This paper investigates physics-informed methods for AI ML applications with emphasis on optimal power flow techniques...,29,English,open_access,31,False,True,False,False,True,False,False,0.91
KB_0182,grid_code,Study on market design topic 182: decision support approaches,"Author_182A, Author_182B",2019,NERC,10.1109/PES.2019.576590,market_design,analysis,"large language model, curtailment, decision support, physics-informed",This paper investigates large language model methods for market design applications with emphasis on curtailment techniques...,40,English,subscription,146,False,True,True,False,False,True,False,0.8
KB_0183,conference_paper,Study on energy policy topic 183: anomaly detection approaches,"Author_183A, Author_183B",2024,DOE,10.1109/PES.2024.296184,energy_policy,analysis,"SCADA, anomaly detection, demand forecasting, power flow",This paper investigates SCADA methods for energy policy applications with emphasis on anomaly detection techniques...,43,English,public,135,True,False,False,False,False,False,True,0.94
KB_0184,grid_code,Study on renewable energy topic 184: unit commitment approaches,"Author_184A, Author_184B",2018,FERC,10.1109/PES.2018.618053,renewable_energy,review,"unit commitment, power flow, physics-informed, curtailment",This paper investigates unit commitment methods for renewable energy applications with emphasis on power flow techniques...,9,English,public,28,False,True,False,False,True,False,False,0.6
KB_0185,grid_code,Study on renewable energy topic 185: curtailment approaches,"Author_185A, Author_185B",2019,IEA,10.1109/PES.2019.885862,renewable_energy,optimization,"frequency regulation, GNN, curtailment, optimal power flow",This paper investigates frequency regulation methods for renewable energy applications with emphasis on GNN techniques...,30,English,open_access,243,False,False,False,False,True,False,False,0.92
KB_0186,ieee_standard,Study on grid operations topic 186: unit commitment approaches,"Author_186A, Author_186B",2019,Springer,10.1109/PES.2019.225467,grid_operations,analysis,"voltage stability, unit commitment, low-rank adaptation, market clearing",This paper investigates voltage stability methods for grid operations applications with emphasis on unit commitment techniques...,8,English,public,261,False,False,False,True,False,False,False,0.61
KB_0187,ieee_standard,Study on grid operations topic 187: SCADA approaches,"Author_187A, Author_187B",2019,Springer,10.1109/PES.2019.870945,grid_operations,optimization,"SCADA, question answering, voltage stability, LoRA fine-tuning",This paper investigates SCADA methods for grid operations applications with emphasis on question answering techniques...,20,English,public,137,False,False,True,True,False,False,False,0.81
KB_0188,journal_article,Study on grid operations topic 188: GNN approaches,"Author_188A, Author_188B",2018,IEEE,10.1109/PES.2018.523462,grid_operations,review,"demand forecasting, GNN, voltage stability, grid topology",This paper investigates demand forecasting methods for grid operations applications with emphasis on GNN techniques...,14,English,open_access,67,True,False,False,True,False,False,False,0.77
KB_0189,regulatory_document,Study on energy policy topic 189: LoRA fine-tuning approaches,"Author_189A, Author_189B",2016,Springer,10.1109/PES.2016.403026,energy_policy,modeling,"voltage stability, SCADA, unit commitment, LoRA fine-tuning",This paper investigates voltage stability methods for energy policy applications with emphasis on SCADA techniques...,14,English,subscription,139,False,False,True,False,False,False,False,0.65
KB_0190,ieee_standard,Study on power systems topic 190: optimal power flow approaches,"Author_190A, Author_190B",2021,IEEE,10.1109/PES.2021.193225,power_systems,review,"renewable, curtailment, optimal power flow, question answering",This paper investigates renewable methods for power systems applications with emphasis on curtailment techniques...,24,English,open_access,51,False,False,False,True,True,False,False,0.62
KB_0191,ieee_standard,Study on AI ML topic 191: physics-informed approaches,"Author_191A, Author_191B",2015,IEA,10.1109/PES.2015.335489,AI_ML,review,"physics-informed, LoRA fine-tuning, anomaly detection, low-rank adaptation",This paper investigates physics-informed methods for AI ML applications with emphasis on LoRA fine-tuning techniques...,16,English,open_access,40,False,True,True,False,False,False,True,0.98
KB_0192,ieee_standard,Study on renewable energy topic 192: question answering approaches,"Author_192A, Author_192B",2023,IET,10.1109/PES.2023.580212,renewable_energy,control,"SCADA, question answering, unit commitment, grid topology",This paper investigates SCADA methods for renewable energy applications with emphasis on question answering techniques...,16,English,subscription,205,False,False,False,False,True,False,False,0.67
KB_0193,regulatory_document,Study on renewable energy topic 193: power flow approaches,"Author_193A, Author_193B",2016,CIGRE,10.1109/PES.2016.409582,renewable_energy,control,"power flow, decision support, physics-informed, anomaly detection",This paper investigates power flow methods for renewable energy applications with emphasis on decision support techniques...,36,English,open_access,98,False,True,False,False,True,False,True,0.91
KB_0194,regulatory_document,Study on grid operations topic 194: market clearing approaches,"Author_194A, Author_194B",2015,Springer,10.1109/PES.2015.865820,grid_operations,review,"optimal power flow, curtailment, market clearing, large language model",This paper investigates optimal power flow methods for grid operations applications with emphasis on curtailment techniques...,14,English,subscription,275,False,False,True,True,False,False,False,0.79
KB_0195,technical_report,Study on energy policy topic 195: physics-informed approaches,"Author_195A, Author_195B",2015,IEEE,10.1109/PES.2015.519953,energy_policy,control,"low-rank adaptation, anomaly detection, grid topology, physics-informed",This paper investigates low-rank adaptation methods for energy policy applications with emphasis on anomaly detection techniques...,32,English,public,33,False,True,False,False,False,False,True,0.79
KB_0196,technical_report,Study on AI ML topic 196: renewable approaches,"Author_196A, Author_196B",2020,Springer,10.1109/PES.2020.494360,AI_ML,modeling,"renewable, voltage stability, low-rank adaptation, anomaly detection",This paper investigates renewable methods for AI ML applications with emphasis on voltage stability techniques...,24,English,public,179,False,False,False,False,True,False,True,0.56
KB_0197,conference_paper,Study on energy policy topic 197: renewable approaches,"Author_197A, Author_197B",2023,Elsevier,10.1109/PES.2023.107791,energy_policy,optimization,"renewable, physics-informed, market clearing, curtailment",This paper investigates renewable methods for energy policy applications with emphasis on physics-informed techniques...,23,English,subscription,233,True,True,False,False,True,False,False,0.86
KB_0198,technical_report,Study on market design topic 198: LoRA fine-tuning approaches,"Author_198A, Author_198B",2017,ENTSO-E,10.1109/PES.2017.955703,market_design,control,"LoRA fine-tuning, grid topology, renewable, SCADA",This paper investigates LoRA fine-tuning methods for market design applications with emphasis on grid topology techniques...,44,English,subscription,35,False,False,True,False,True,True,False,0.9
KB_0199,grid_code,Study on power systems topic 199: inertia approaches,"Author_199A, Author_199B",2022,FERC,10.1109/PES.2022.157023,power_systems,review,"inertia, curtailment, demand forecasting, GNN",This paper investigates inertia methods for power systems applications with emphasis on curtailment techniques...,8,English,subscription,253,False,False,False,True,False,False,False,0.6
KB_0200,conference_paper,Study on power systems topic 200: demand forecasting approaches,"Author_200A, Author_200B",2024,IEA,10.1109/PES.2024.441859,power_systems,modeling,"SCADA, demand forecasting, multimodal learning, question answering",This paper investigates SCADA methods for power systems applications with emphasis on demand forecasting techniques...,16,English,public,186,True,False,False,True,False,False,False,0.94
KB_0201,journal_article,Study on grid operations topic 201: frequency regulation approaches,"Author_201A, Author_201B",2017,Springer,10.1109/PES.2017.114930,grid_operations,modeling,"demand forecasting, question answering, physics-informed, frequency regulation",This paper investigates demand forecasting methods for grid operations applications with emphasis on question answering techniques...,22,English,public,230,True,True,False,True,False,False,False,0.93
KB_0202,technical_report,Study on grid operations topic 202: large language model approaches,"Author_202A, Author_202B",2018,FERC,10.1109/PES.2018.752960,grid_operations,control,"unit commitment, large language model, decision support, frequency regulation",This paper investigates unit commitment methods for grid operations applications with emphasis on large language model techniques...,44,English,subscription,36,False,False,True,True,False,False,False,0.69
KB_0203,ieee_standard,Study on power systems topic 203: anomaly detection approaches,"Author_203A, Author_203B",2018,EPRI,10.1109/PES.2018.984524,power_systems,analysis,"large language model, anomaly detection, SCADA, optimal power flow",This paper investigates large language model methods for power systems applications with emphasis on anomaly detection techniques...,39,English,subscription,85,False,False,True,True,False,False,True,0.99
KB_0204,regulatory_document,Study on market design topic 204: GNN approaches,"Author_204A, Author_204B",2020,NERC,10.1109/PES.2020.795663,market_design,modeling,"question answering, multimodal learning, curtailment, GNN",This paper investigates question answering methods for market design applications with emphasis on multimodal learning techniques...,40,English,open_access,56,False,False,False,False,False,True,False,0.57
KB_0205,ieee_standard,Study on AI ML topic 205: demand forecasting approaches,"Author_205A, Author_205B",2021,IEA,10.1109/PES.2021.498281,AI_ML,forecasting,"power flow, demand forecasting, inertia, question answering",This paper investigates power flow methods for AI ML applications with emphasis on demand forecasting techniques...,21,English,public,81,False,False,False,False,False,False,False,0.91
KB_0206,technical_report,Study on AI ML topic 206: SCADA approaches,"Author_206A, Author_206B",2019,IET,10.1109/PES.2019.739118,AI_ML,optimization,"question answering, large language model, curtailment, SCADA",This paper investigates question answering methods for AI ML applications with emphasis on large language model techniques...,15,English,subscription,130,False,False,True,False,False,False,False,0.72
KB_0207,technical_report,Study on market design topic 207: low-rank adaptation approaches,"Author_207A, Author_207B",2020,DOE,10.1109/PES.2020.226342,market_design,review,"large language model, question answering, optimal power flow, low-rank adaptation",This paper investigates large language model methods for market design applications with emphasis on question answering techniques...,16,English,public,249,False,False,True,False,False,True,False,0.67
KB_0208,technical_report,Study on AI ML topic 208: renewable approaches,"Author_208A, Author_208B",2017,IET,10.1109/PES.2017.596593,AI_ML,modeling,"market clearing, LoRA fine-tuning, renewable, SCADA",This paper investigates market clearing methods for AI ML applications with emphasis on LoRA fine-tuning techniques...,35,English,open_access,0,False,False,True,False,True,False,False,0.53
KB_0209,technical_report,Study on market design topic 209: unit commitment approaches,"Author_209A, Author_209B",2022,FERC,10.1109/PES.2022.664451,market_design,forecasting,"question answering, unit commitment, optimal power flow, multimodal learning",This paper investigates question answering methods for market design applications with emphasis on unit commitment techniques...,22,English,public,75,False,False,False,False,False,True,False,0.62
KB_0210,regulatory_document,Study on market design topic 210: low-rank adaptation approaches,"Author_210A, Author_210B",2015,Springer,10.1109/PES.2015.834559,market_design,review,"demand forecasting, optimal power flow, low-rank adaptation, anomaly detection",This paper investigates demand forecasting methods for market design applications with emphasis on optimal power flow techniques...,44,English,subscription,120,False,False,False,False,False,True,True,0.98
KB_0211,conference_paper,Study on AI ML topic 211: large language model approaches,"Author_211A, Author_211B",2015,Elsevier,10.1109/PES.2015.671519,AI_ML,control,"curtailment, multimodal learning, large language model, unit commitment",This paper investigates curtailment methods for AI ML applications with emphasis on multimodal learning techniques...,42,English,open_access,77,True,False,True,False,False,False,False,0.57
KB_0212,ieee_standard,Study on renewable energy topic 212: SCADA approaches,"Author_212A, Author_212B",2020,EPRI,10.1109/PES.2020.579551,renewable_energy,forecasting,"unit commitment, SCADA, frequency regulation, low-rank adaptation",This paper investigates unit commitment methods for renewable energy applications with emphasis on SCADA techniques...,20,English,open_access,62,False,False,False,False,True,False,False,0.5
