sample_id,category,split,question_type,difficulty,question,ground_truth_answer,p_gen_MW,p_load_MW,p_loss_MW,v_min_pu,v_max_pu,u_line_pu,renewable_penetration_pct,bus_system,scenario_id,fault_type,fault_bus,fault_severity,template_id,human_authored,expert_validated,n_expert_reviewers,expert_mean_score,physics_valid,power_balance_error_MW,power_balance_pct,bleu_score,rouge_l,bertscore,physics_compliant_prediction,numerical_accuracy_pct,hallucination_flag,hallucination_category,inter_rater_kappa,data_generation_method,creation_date
RI_0187,renewable_integration,train,factual,easy,What is the current renewable penetration level and its impact on system inertia?,"Instantaneous renewable penetration is 25.0% — wind 1157.3 MW, solar 709.3 MW — out of 2440.5 MW total system load. System inertia has fallen to 4.2 GW-s from the conventional 7.9 GW-s baseline, requiring 613.7 MW of synthetic inertia from grid-forming inverters to meet the ROCOF limit.",2452.721,2440.518,12.203,0.965,1.033,0.607,76.0,IEEE-118,SCN_RI_0187,none,N/A,N/A,T07,True,True,3,4.33,True,0.0,0.0,0.378,0.432,0.822,True,93.4,False,none,0.76,physics-constrained synthetic generation,2024-01-01
RI_0188,renewable_integration,train,reasoning,medium,What curtailment is needed to prevent voltage violations at 70% renewable penetration?,"At 70% penetration, voltage rise at remote generation buses exceeds 1.05 pu at 6 locations. Required curtailment: 487.1 MW solar at buses 87 and 89, and 389.7 MW wind at buses 91 and 22. Post-curtailment maximum voltage is 1.039 pu. Curtailment opportunity cost at 18.8 USD/MWh is 416007 USD/hour.",5043.69,5013.608,30.082,0.967,1.039,0.868,61.3,IEEE-14,SCN_RI_0188,none,N/A,N/A,T08,True,True,3,4.33,True,0.0,0.0,0.334,0.534,0.828,True,85.4,False,none,0.82,physics-constrained synthetic generation,2024-01-01
RI_0189,renewable_integration,train,multi_step,hard,What storage capacity firms a 104 MW wind farm to within ±5% of rated output?,Firming 104 MW wind to ±5% (±5 MW) requires 37 MW / 150 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 52 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,2169.734,2158.939,10.795,0.951,1.033,0.901,73.9,IEEE-118,SCN_RI_0189,none,N/A,N/A,T09,True,True,3,4.33,True,0.0,0.0,0.346,0.456,0.823,True,93.1,False,none,0.75,physics-constrained synthetic generation,2024-01-01
RI_0190,renewable_integration,train,factual,easy,What is the current renewable penetration level and its impact on system inertia?,"Instantaneous renewable penetration is 30.0% — wind 1701.9 MW, solar 1043.1 MW — out of 4262.6 MW total system load. System inertia has fallen to 7.1 GW-s from the conventional 8.4 GW-s baseline, requiring 648.3 MW of synthetic inertia from grid-forming inverters to meet the ROCOF limit.",4288.178,4262.602,25.576,0.957,1.021,0.71,65.5,IEEE-118,SCN_RI_0190,none,N/A,N/A,T10,True,True,3,4.0,True,0.0,0.0,0.341,0.429,0.829,True,88.0,False,none,0.82,physics-constrained synthetic generation,2024-01-01
RI_0191,renewable_integration,train,reasoning,medium,What curtailment is needed to prevent voltage violations at 50% renewable penetration?,"At 50% penetration, voltage rise at remote generation buses exceeds 1.05 pu at 6 locations. Required curtailment: 419.6 MW solar at buses 87 and 89, and 335.7 MW wind at buses 91 and 22. Post-curtailment maximum voltage is 1.025 pu. Curtailment opportunity cost at 21.1 USD/MWh is 435397 USD/hour.",5176.638,5140.653,35.985,0.985,1.025,0.599,31.0,IEEE-118,SCN_RI_0191,none,N/A,N/A,T11,True,True,3,4.0,True,0.0,0.0,0.398,0.527,0.837,True,91.9,False,none,0.8,physics-constrained synthetic generation,2024-01-01
RI_0192,renewable_integration,train,multi_step,hard,What storage capacity firms a 292 MW wind farm to within ±5% of rated output?,Firming 292 MW wind to ±5% (±15 MW) requires 105 MW / 420 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 147 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,4962.501,4932.904,29.597,0.964,1.028,0.767,52.0,IEEE-30,SCN_RI_0192,none,N/A,N/A,T12,True,True,3,4.33,True,0.0,0.0,0.399,0.534,0.833,True,92.9,False,none,0.8,physics-constrained synthetic generation,2024-01-01
RI_0193,renewable_integration,train,factual,easy,What is the current renewable penetration level and its impact on system inertia?,"Instantaneous renewable penetration is 50.0% — wind 1240.6 MW, solar 760.4 MW — out of 5006.9 MW total system load. System inertia has fallen to 5.9 GW-s from the conventional 8.1 GW-s baseline, requiring 445.1 MW of synthetic inertia from grid-forming inverters to meet the ROCOF limit.",5036.926,5006.885,30.041,0.963,1.013,0.708,38.5,IEEE-30,SCN_RI_0193,none,N/A,N/A,T01,True,True,3,4.67,True,0.0,0.0,0.408,0.459,0.83,True,85.9,False,none,0.75,physics-constrained synthetic generation,2024-01-01
RI_0194,renewable_integration,train,reasoning,medium,How should the operator manage a 121 MW wind ramp-down under 15% renewable penetration?,A 121 MW wind ramp-down at 15% penetration requires coordinated four-stage response: (1) fast frequency response from battery storage — 45 MW within 1 s; (2) governor droop from thermal units — 30 MW within 10 s; (3) demand response — 24 MW within 5 min; (4) CCGT start-up — 15 MW within 15 min. Frequency nadir is 59.47 Hz — above the 59.3 Hz UFLS threshold. Voltage at all buses remains within 0.95–1.05 pu.,2296.116,2277.893,18.223,0.956,1.021,0.867,62.2,IEEE-118,SCN_RI_0194,none,N/A,N/A,T02,True,True,3,3.67,True,0.0,0.0,0.382,0.475,0.828,True,90.2,False,none,0.74,physics-constrained synthetic generation,2024-01-01
RI_0195,renewable_integration,train,multi_step,hard,What storage capacity firms a 378 MW wind farm to within ±5% of rated output?,Firming 378 MW wind to ±5% (±19 MW) requires 136 MW / 545 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 191 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,4257.673,4232.279,25.394,0.974,1.028,0.811,64.0,IEEE-30,SCN_RI_0195,none,N/A,N/A,T03,True,True,3,3.67,True,0.0,0.0,0.339,0.49,0.836,True,91.6,False,none,0.76,physics-constrained synthetic generation,2024-01-01
RI_0196,renewable_integration,train,factual,easy,What is the current renewable penetration level and its impact on system inertia?,"Instantaneous renewable penetration is 50.0% — wind 632.7 MW, solar 387.8 MW — out of 3272.1 MW total system load. System inertia has fallen to 8.2 GW-s from the conventional 8.3 GW-s baseline, requiring 628.1 MW of synthetic inertia from grid-forming inverters to meet the ROCOF limit.",3294.978,3272.073,22.905,0.953,1.041,0.559,30.8,IEEE-118,SCN_RI_0196,none,N/A,N/A,T04,True,True,3,4.0,True,0.0,0.0,0.395,0.49,0.833,True,87.7,False,none,0.82,physics-constrained synthetic generation,2024-01-01
RI_0197,renewable_integration,train,reasoning,medium,What curtailment is needed to prevent voltage violations at 65% renewable penetration?,"At 65% penetration, voltage rise at remote generation buses exceeds 1.05 pu at 12 locations. Required curtailment: 271.9 MW solar at buses 87 and 89, and 217.5 MW wind at buses 91 and 22. Post-curtailment maximum voltage is 1.016 pu. Curtailment opportunity cost at 21.5 USD/MWh is 339970 USD/hour.",4361.359,4339.661,21.698,0.972,1.016,0.791,71.0,IEEE-118,SCN_RI_0197,none,N/A,N/A,T05,True,True,3,4.33,True,0.0,0.0,0.339,0.481,0.855,True,88.7,False,none,0.83,physics-constrained synthetic generation,2024-01-01
RI_0198,renewable_integration,train,multi_step,hard,What storage capacity firms a 233 MW wind farm to within ±5% of rated output?,Firming 233 MW wind to ±5% (±12 MW) requires 84 MW / 336 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 117 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,4018.13,3990.199,27.931,0.978,1.035,0.74,50.0,IEEE-118,SCN_RI_0198,none,N/A,N/A,T06,True,True,3,4.0,True,0.0,0.0,0.384,0.425,0.821,True,87.4,False,none,0.81,physics-constrained synthetic generation,2024-01-01
RI_0199,renewable_integration,train,factual,easy,What is the wind fleet ramp capability under current meteorological conditions?,"Wind fleet upward ramp capability is 314.4 MW per 15-minute interval based on current wind gradient measurements. Maximum observed 15-minute ramp over the past 30 days was 276.7 MW, providing 12.5% headroom. Voltage at wind-connected buses is within 0.95–1.05 pu.",2737.988,2718.955,19.033,0.974,1.034,0.708,64.1,IEEE-30,SCN_RI_0199,none,N/A,N/A,T07,True,True,3,4.33,True,0.0,0.0,0.397,0.529,0.854,True,87.9,False,none,0.76,physics-constrained synthetic generation,2024-01-01
RI_0200,renewable_integration,train,reasoning,medium,What curtailment is needed to prevent voltage violations at 25% renewable penetration?,"At 25% penetration, voltage rise at remote generation buses exceeds 1.05 pu at 6 locations. Required curtailment: 275.7 MW solar at buses 87 and 89, and 220.5 MW wind at buses 91 and 22. Post-curtailment maximum voltage is 1.033 pu. Curtailment opportunity cost at 30.9 USD/MWh is 329887 USD/hour.",4208.586,4179.331,29.255,0.971,1.033,0.627,53.1,IEEE-118,SCN_RI_0200,none,N/A,N/A,T08,True,True,3,3.0,True,0.0,0.0,0.372,0.428,0.836,True,87.4,False,none,0.79,physics-constrained synthetic generation,2024-01-01
RI_0201,renewable_integration,train,multi_step,hard,What storage capacity firms a 393 MW wind farm to within ±5% of rated output?,Firming 393 MW wind to ±5% (±20 MW) requires 142 MW / 566 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 198 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,3412.894,3399.297,13.597,0.977,1.041,0.736,69.2,IEEE-118,SCN_RI_0201,none,N/A,N/A,T09,True,True,3,4.0,True,0.0,0.0,0.328,0.493,0.847,True,90.5,False,none,0.8,physics-constrained synthetic generation,2024-01-01
RI_0202,renewable_integration,train,factual,easy,What is the wind fleet ramp capability under current meteorological conditions?,"Wind fleet upward ramp capability is 223.5 MW per 15-minute interval based on current wind gradient measurements. Maximum observed 15-minute ramp over the past 30 days was 196.6 MW, providing 7.9% headroom. Voltage at wind-connected buses is within 0.95–1.05 pu.",3713.693,3695.217,18.476,0.977,1.036,0.669,40.5,IEEE-118,SCN_RI_0202,none,N/A,N/A,T10,True,True,3,3.67,True,0.0,0.0,0.355,0.436,0.856,True,86.7,False,none,0.82,physics-constrained synthetic generation,2024-01-01
RI_0203,renewable_integration,train,reasoning,medium,How should the operator manage a 575 MW wind ramp-down under 70% renewable penetration?,A 575 MW wind ramp-down at 70% penetration requires coordinated four-stage response: (1) fast frequency response from battery storage — 216 MW within 1 s; (2) governor droop from thermal units — 144 MW within 10 s; (3) demand response — 115 MW within 5 min; (4) CCGT start-up — 72 MW within 15 min. Frequency nadir is 59.50 Hz — above the 59.3 Hz UFLS threshold. Voltage at all buses remains within 0.95–1.05 pu.,5053.867,5028.723,25.144,0.984,1.032,0.566,61.4,IEEE-118,SCN_RI_0203,none,N/A,N/A,T11,True,True,3,3.33,True,0.0,0.0,0.369,0.493,0.826,True,89.2,False,none,0.83,physics-constrained synthetic generation,2024-01-01
RI_0204,renewable_integration,train,multi_step,hard,What storage capacity firms a 388 MW wind farm to within ±5% of rated output?,Firming 388 MW wind to ±5% (±19 MW) requires 140 MW / 558 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 195 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,5171.166,5130.125,41.041,0.976,1.03,0.666,54.8,IEEE-118,SCN_RI_0204,none,N/A,N/A,T12,True,True,3,4.0,True,0.0,0.0,0.326,0.51,0.826,True,85.6,False,none,0.8,physics-constrained synthetic generation,2024-01-01
RI_0205,renewable_integration,train,factual,easy,What is the wind fleet ramp capability under current meteorological conditions?,"Wind fleet upward ramp capability is 329.9 MW per 15-minute interval based on current wind gradient measurements. Maximum observed 15-minute ramp over the past 30 days was 290.3 MW, providing 10.2% headroom. Voltage at wind-connected buses is within 0.95–1.05 pu.",4145.441,4120.717,24.724,0.975,1.025,0.661,66.6,IEEE-118,SCN_RI_0205,none,N/A,N/A,T01,True,True,3,4.0,True,0.0,0.0,0.402,0.484,0.837,True,88.0,False,none,0.77,physics-constrained synthetic generation,2024-01-01
RI_0206,renewable_integration,train,reasoning,medium,What curtailment is needed to prevent voltage violations at 15% renewable penetration?,"At 15% penetration, voltage rise at remote generation buses exceeds 1.05 pu at 6 locations. Required curtailment: 205.3 MW solar at buses 87 and 89, and 164.2 MW wind at buses 91 and 22. Post-curtailment maximum voltage is 1.017 pu. Curtailment opportunity cost at 24.4 USD/MWh is 117883 USD/hour.",2121.16,2112.709,8.451,0.972,1.017,0.815,39.3,IEEE-118,SCN_RI_0206,none,N/A,N/A,T02,True,True,3,3.67,True,0.0,0.0,0.403,0.469,0.857,True,92.9,False,none,0.78,physics-constrained synthetic generation,2024-01-01
RI_0207,renewable_integration,train,multi_step,hard,What storage capacity firms a 173 MW wind farm to within ±5% of rated output?,Firming 173 MW wind to ±5% (±9 MW) requires 62 MW / 250 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 87 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,2786.661,2764.545,22.116,0.968,1.02,0.561,35.4,IEEE-118,SCN_RI_0207,none,N/A,N/A,T03,True,True,3,4.0,True,0.0,0.0,0.311,0.496,0.841,True,92.4,False,none,0.81,physics-constrained synthetic generation,2024-01-01
RI_0208,renewable_integration,train,factual,easy,What is the current renewable penetration level and its impact on system inertia?,"Instantaneous renewable penetration is 40.0% — wind 708.1 MW, solar 434.0 MW — out of 2749.6 MW total system load. System inertia has fallen to 5.4 GW-s from the conventional 8.2 GW-s baseline, requiring 635.0 MW of synthetic inertia from grid-forming inverters to meet the ROCOF limit.",2760.642,2749.643,10.999,0.972,1.02,0.562,41.6,IEEE-118,SCN_RI_0208,none,N/A,N/A,T04,True,True,3,3.67,True,0.0,0.0,0.333,0.425,0.851,True,86.5,False,none,0.84,physics-constrained synthetic generation,2024-01-01
RI_0209,renewable_integration,train,reasoning,medium,How should the operator manage a 216 MW wind ramp-down under 50% renewable penetration?,A 216 MW wind ramp-down at 50% penetration requires coordinated four-stage response: (1) fast frequency response from battery storage — 81 MW within 1 s; (2) governor droop from thermal units — 54 MW within 10 s; (3) demand response — 43 MW within 5 min; (4) CCGT start-up — 27 MW within 15 min. Frequency nadir is 59.47 Hz — above the 59.3 Hz UFLS threshold. Voltage at all buses remains within 0.95–1.05 pu.,3034.474,3010.391,24.083,0.978,1.041,0.693,48.2,IEEE-118,SCN_RI_0209,none,N/A,N/A,T05,True,True,3,4.33,True,0.0,0.0,0.411,0.506,0.823,True,89.2,False,none,0.83,physics-constrained synthetic generation,2024-01-01
RI_0210,renewable_integration,train,multi_step,hard,What storage capacity firms a 546 MW wind farm to within ±5% of rated output?,Firming 546 MW wind to ±5% (±27 MW) requires 197 MW / 786 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 275 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,4924.766,4885.681,39.085,0.985,1.018,0.733,49.7,IEEE-118,SCN_RI_0210,none,N/A,N/A,T06,True,True,3,3.0,True,0.0,0.0,0.411,0.51,0.85,True,86.9,False,none,0.76,physics-constrained synthetic generation,2024-01-01
RI_0211,renewable_integration,train,factual,easy,What is the current renewable penetration level and its impact on system inertia?,"Instantaneous renewable penetration is 78.0% — wind 1372.1 MW, solar 841.0 MW — out of 3744.4 MW total system load. System inertia has fallen to 7.1 GW-s from the conventional 7.8 GW-s baseline, requiring 460.0 MW of synthetic inertia from grid-forming inverters to meet the ROCOF limit.",3766.864,3744.398,22.466,0.973,1.025,0.914,58.2,IEEE-118,SCN_RI_0211,none,N/A,N/A,T07,True,True,3,4.0,True,0.0,0.0,0.354,0.479,0.847,True,86.2,False,none,0.79,physics-constrained synthetic generation,2024-01-01
RI_0212,renewable_integration,train,reasoning,medium,What curtailment is needed to prevent voltage violations at 40% renewable penetration?,"At 40% penetration, voltage rise at remote generation buses exceeds 1.05 pu at 6 locations. Required curtailment: 217.6 MW solar at buses 87 and 89, and 174.1 MW wind at buses 91 and 22. Post-curtailment maximum voltage is 1.030 pu. Curtailment opportunity cost at 25.3 USD/MWh is 466080 USD/hour.",5560.665,5522.011,38.654,0.973,1.03,0.657,58.1,IEEE-118,SCN_RI_0212,none,N/A,N/A,T08,True,True,3,5.0,True,0.0,0.0,0.36,0.509,0.83,True,87.3,False,none,0.75,physics-constrained synthetic generation,2024-01-01
RI_0213,renewable_integration,train,multi_step,hard,What storage capacity firms a 386 MW wind farm to within ±5% of rated output?,Firming 386 MW wind to ±5% (±19 MW) requires 139 MW / 556 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 195 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,4794.358,4761.031,33.327,0.981,1.023,0.856,36.1,IEEE-118,SCN_RI_0213,none,N/A,N/A,T09,True,True,3,3.67,True,0.0,0.0,0.372,0.535,0.822,True,88.7,False,none,0.8,physics-constrained synthetic generation,2024-01-01
RI_0214,renewable_integration,train,factual,easy,What is the wind fleet ramp capability under current meteorological conditions?,"Wind fleet upward ramp capability is 495.3 MW per 15-minute interval based on current wind gradient measurements. Maximum observed 15-minute ramp over the past 30 days was 435.9 MW, providing 13.4% headroom. Voltage at wind-connected buses is within 0.95–1.05 pu.",5361.995,5324.722,37.273,0.966,1.017,0.843,74.0,IEEE-118,SCN_RI_0214,none,N/A,N/A,T10,True,True,3,4.67,True,0.0,0.0,0.317,0.522,0.83,True,87.4,False,none,0.81,physics-constrained synthetic generation,2024-01-01
RI_0215,renewable_integration,train,reasoning,medium,How should the operator manage a 304 MW wind ramp-down under 40% renewable penetration?,A 304 MW wind ramp-down at 40% penetration requires coordinated four-stage response: (1) fast frequency response from battery storage — 114 MW within 1 s; (2) governor droop from thermal units — 76 MW within 10 s; (3) demand response — 61 MW within 5 min; (4) CCGT start-up — 38 MW within 15 min. Frequency nadir is 59.58 Hz — above the 59.3 Hz UFLS threshold. Voltage at all buses remains within 0.95–1.05 pu.,2484.264,2466.995,17.269,0.971,1.016,0.76,67.6,IEEE-118,SCN_RI_0215,none,N/A,N/A,T11,True,True,3,3.67,True,0.0,0.0,0.357,0.538,0.829,True,86.7,False,none,0.78,physics-constrained synthetic generation,2024-01-01
RI_0216,renewable_integration,train,multi_step,hard,What storage capacity firms a 288 MW wind farm to within ±5% of rated output?,Firming 288 MW wind to ±5% (±14 MW) requires 104 MW / 414 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 145 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,3841.862,3826.556,15.306,0.993,1.015,0.735,75.2,IEEE-118,SCN_RI_0216,none,N/A,N/A,T12,True,True,3,3.33,True,0.0,0.0,0.407,0.534,0.851,True,90.6,False,none,0.76,physics-constrained synthetic generation,2024-01-01
RI_0217,renewable_integration,train,factual,easy,What is the wind fleet ramp capability under current meteorological conditions?,"Wind fleet upward ramp capability is 448.8 MW per 15-minute interval based on current wind gradient measurements. Maximum observed 15-minute ramp over the past 30 days was 394.9 MW, providing 13.6% headroom. Voltage at wind-connected buses is within 0.95–1.05 pu.",4746.516,4713.521,32.995,0.97,1.025,0.821,59.2,IEEE-30,SCN_RI_0217,none,N/A,N/A,T01,True,True,3,4.33,True,0.0,0.0,0.366,0.469,0.846,True,89.5,False,none,0.79,physics-constrained synthetic generation,2024-01-01
RI_0218,renewable_integration,train,reasoning,medium,How should the operator manage a 202 MW wind ramp-down under 60% renewable penetration?,A 202 MW wind ramp-down at 60% penetration requires coordinated four-stage response: (1) fast frequency response from battery storage — 76 MW within 1 s; (2) governor droop from thermal units — 50 MW within 10 s; (3) demand response — 40 MW within 5 min; (4) CCGT start-up — 25 MW within 15 min. Frequency nadir is 59.48 Hz — above the 59.3 Hz UFLS threshold. Voltage at all buses remains within 0.95–1.05 pu.,2821.347,2804.52,16.827,0.986,1.032,0.852,68.8,IEEE-30,SCN_RI_0218,none,N/A,N/A,T02,True,True,3,3.33,True,0.0,0.0,0.331,0.435,0.847,True,93.7,False,none,0.84,physics-constrained synthetic generation,2024-01-01
RI_0219,renewable_integration,train,multi_step,hard,What storage capacity firms a 101 MW wind farm to within ±5% of rated output?,Firming 101 MW wind to ±5% (±5 MW) requires 36 MW / 145 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 51 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,2468.203,2448.614,19.589,0.966,1.019,0.611,71.1,IEEE-118,SCN_RI_0219,none,N/A,N/A,T03,True,True,3,4.0,True,0.0,0.0,0.383,0.445,0.831,True,85.2,False,none,0.84,physics-constrained synthetic generation,2024-01-01
RI_0220,renewable_integration,train,factual,easy,What is the current renewable penetration level and its impact on system inertia?,"Instantaneous renewable penetration is 50.0% — wind 918.3 MW, solar 562.8 MW — out of 2213.2 MW total system load. System inertia has fallen to 7.4 GW-s from the conventional 7.8 GW-s baseline, requiring 439.9 MW of synthetic inertia from grid-forming inverters to meet the ROCOF limit.",2224.308,2213.242,11.066,0.959,1.016,0.779,70.4,IEEE-118,SCN_RI_0220,none,N/A,N/A,T04,True,True,3,3.67,True,0.0,0.0,0.314,0.455,0.84,True,85.9,False,none,0.83,physics-constrained synthetic generation,2024-01-01
RI_0221,renewable_integration,train,reasoning,medium,What curtailment is needed to prevent voltage violations at 78% renewable penetration?,"At 78% penetration, voltage rise at remote generation buses exceeds 1.05 pu at 12 locations. Required curtailment: 395.8 MW solar at buses 87 and 89, and 316.6 MW wind at buses 91 and 22. Post-curtailment maximum voltage is 1.026 pu. Curtailment opportunity cost at 18.3 USD/MWh is 331108 USD/hour.",4877.886,4843.978,33.908,0.978,1.026,0.742,64.9,IEEE-118,SCN_RI_0221,none,N/A,N/A,T05,True,True,3,3.33,True,0.0,0.0,0.381,0.44,0.833,True,89.5,False,none,0.78,physics-constrained synthetic generation,2024-01-01
RI_0222,renewable_integration,train,multi_step,hard,What storage capacity firms a 368 MW wind farm to within ±5% of rated output?,Firming 368 MW wind to ±5% (±18 MW) requires 132 MW / 529 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 185 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,3514.796,3493.833,20.963,0.968,1.02,0.644,35.4,IEEE-118,SCN_RI_0222,none,N/A,N/A,T06,True,True,3,4.67,True,0.0,0.0,0.383,0.49,0.842,True,88.3,False,none,0.79,physics-constrained synthetic generation,2024-01-01
RI_0223,renewable_integration,train,factual,easy,What is the wind fleet ramp capability under current meteorological conditions?,"Wind fleet upward ramp capability is 411.9 MW per 15-minute interval based on current wind gradient measurements. Maximum observed 15-minute ramp over the past 30 days was 362.5 MW, providing 13.1% headroom. Voltage at wind-connected buses is within 0.95–1.05 pu.",3376.496,3353.025,23.471,0.953,1.05,0.788,39.6,IEEE-118,SCN_RI_0223,none,N/A,N/A,T07,True,True,3,4.33,True,0.0,0.0,0.399,0.462,0.827,True,93.5,False,none,0.83,physics-constrained synthetic generation,2024-01-01
RI_0224,renewable_integration,train,reasoning,medium,What curtailment is needed to prevent voltage violations at 20% renewable penetration?,"At 20% penetration, voltage rise at remote generation buses exceeds 1.05 pu at 12 locations. Required curtailment: 220.7 MW solar at buses 87 and 89, and 176.6 MW wind at buses 91 and 22. Post-curtailment maximum voltage is 1.025 pu. Curtailment opportunity cost at 21.7 USD/MWh is 112232 USD/hour.",2031.296,2015.175,16.121,0.965,1.025,0.758,41.4,IEEE-118,SCN_RI_0224,none,N/A,N/A,T08,True,True,3,4.0,True,0.0,0.0,0.311,0.455,0.834,True,87.3,False,none,0.75,physics-constrained synthetic generation,2024-01-01
RI_0225,renewable_integration,train,multi_step,hard,What storage capacity firms a 393 MW wind farm to within ±5% of rated output?,Firming 393 MW wind to ±5% (±20 MW) requires 142 MW / 566 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 198 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,5680.013,5646.136,33.877,0.959,1.031,0.628,51.0,IEEE-30,SCN_RI_0225,none,N/A,N/A,T09,True,True,3,3.67,True,0.0,0.0,0.324,0.501,0.856,True,91.7,False,none,0.79,physics-constrained synthetic generation,2024-01-01
RI_0226,renewable_integration,train,factual,easy,What is the current renewable penetration level and its impact on system inertia?,"Instantaneous renewable penetration is 20.0% — wind 1928.3 MW, solar 1181.9 MW — out of 5193.6 MW total system load. System inertia has fallen to 7.1 GW-s from the conventional 8.2 GW-s baseline, requiring 659.1 MW of synthetic inertia from grid-forming inverters to meet the ROCOF limit.",5224.762,5193.6,31.162,0.966,1.03,0.807,58.2,IEEE-118,SCN_RI_0226,none,N/A,N/A,T10,True,True,3,3.67,True,0.0,0.0,0.343,0.541,0.829,True,92.2,False,none,0.8,physics-constrained synthetic generation,2024-01-01
RI_0227,renewable_integration,train,reasoning,medium,What curtailment is needed to prevent voltage violations at 60% renewable penetration?,"At 60% penetration, voltage rise at remote generation buses exceeds 1.05 pu at 12 locations. Required curtailment: 339.2 MW solar at buses 87 and 89, and 271.4 MW wind at buses 91 and 22. Post-curtailment maximum voltage is 1.020 pu. Curtailment opportunity cost at 26.8 USD/MWh is 279298 USD/hour.",4008.617,3988.674,19.943,0.991,1.02,0.89,41.1,IEEE-30,SCN_RI_0227,none,N/A,N/A,T11,True,True,3,4.0,True,0.0,0.0,0.394,0.493,0.85,True,87.1,False,none,0.77,physics-constrained synthetic generation,2024-01-01
RI_0228,renewable_integration,train,multi_step,hard,What storage capacity firms a 84 MW wind farm to within ±5% of rated output?,Firming 84 MW wind to ±5% (±4 MW) requires 30 MW / 121 MWh of battery storage based on historical variability profiles. Minimum state of charge must remain above 20% to cover worst-case 4-hour low-wind periods. Estimated capital cost is 42 million USD at current storage prices. Power balance and voltage constraints are satisfied throughout the dispatch horizon.,2047.983,2037.794,10.189,0.968,1.027,0.693,58.8,IEEE-118,SCN_RI_0228,none,N/A,N/A,T12,True,True,3,3.33,True,0.0,0.0,0.361,0.449,0.853,True,86.6,False,none,0.82,physics-constrained synthetic generation,2024-01-01
RI_0229,renewable_integration,train,factual,easy,What is the current renewable penetration level and its impact on system inertia?,"Instantaneous renewable penetration is 55.0% — wind 993.0 MW, solar 608.6 MW — out of 4900.2 MW total system load. System inertia has fallen to 4.5 GW-s from the conventional 8.2 GW-s baseline, requiring 655.8 MW of synthetic inertia from grid-forming inverters to meet the ROCOF limit.",4934.515,4900.214,34.301,0.98,1.034,0.927,31.7,IEEE-118,SCN_RI_0229,none,N/A,N/A,T01,True,True,3,3.33,True,0.0,0.0,0.373,0.443,0.853,True,85.7,False,none,0.82,physics-constrained synthetic generation,2024-01-01
